file,subsequence_id,prototype_id,nearest_dist,viol_count_total,viol_sev_total,proto_risk,z_engine,z_normac,lp_engine,anom_score,label_window,label_rule
window_9000.csv,window,5,9.245215176101183,11,25.061105374629125,0.30218854950022733,0.6012360774718162,0.8758568545729243,0.45390145865857245,0.22676584887660095,0,score< 0.570
window_10950.csv,window,5,10.333532387422885,8,24.373208858322073,0.30218854950022733,0.6012360774718162,0.8758568545729243,0.45390145865857245,0.22676584887660095,0,score< 0.570
window_3150.csv,window,6,22.48486246842787,14,63.288791581901606,0.5155130845646257,0.4128689683155772,1.873628162667893,0.12496169885201942,0.23350988984911447,0,score< 0.570
window_3050.csv,window,6,20.50810286382524,12,55.773634469124445,0.5155130845646257,0.4128689683155772,1.873628162667893,0.12496169885201942,0.23350988984911447,0,score< 0.570
window_3250.csv,window,6,18.797607546252852,14,52.69804295188949,0.5155130845646257,0.4128689683155772,1.873628162667893,0.12496169885201942,0.23350988984911447,0,score< 0.570
window_3225.csv,window,6,17.38534943155788,11,44.23966450284148,0.5155130845646257,0.4128689683155772,1.873628162667893,0.12496169885201942,0.23350988984911447,0,score< 0.570
window_3125.csv,window,6,16.62717595704191,10,40.71870238554222,0.5155130845646257,0.4128689683155772,1.873628162667893,0.12496169885201942,0.23350988984911447,0,score< 0.570
window_9225.csv,window,7,13.319659279224656,7,21.407102099242003,0.2675121720559569,0.6871210421735593,0.8546622769151255,0.5328389226248138,0.256031244630701,0,score< 0.570
window_12475.csv,window,7,10.700202086790467,9,19.817301338743334,0.2675121720559569,0.6871210421735593,0.8546622769151255,0.5328389226248138,0.256031244630701,0,score< 0.570
window_13150.csv,window,7,11.471085820878889,9,19.440227349720622,0.2675121720559569,0.6871210421735593,0.8546622769151255,0.5328389226248138,0.256031244630701,0,score< 0.570
window_11500.csv,window,7,8.91723692256377,7,18.771846509031576,0.2675121720559569,0.6871210421735593,0.8546622769151255,0.5328389226248138,0.256031244630701,0,score< 0.570
window_12500.csv,window,7,10.607075940980796,11,18.762574140655783,0.2675121720559569,0.6871210421735593,0.8546622769151255,0.5328389226248138,0.256031244630701,0,score< 0.570
window_9150.csv,window,8,16.39361004205388,9,34.661821261248335,0.30326530383369305,0.9595035665444424,0.7054065574602938,0.7031317643148864,0.3716427441022126,0,score< 0.570
window_23475.csv,window,8,13.900805262830136,8,31.735109957744523,0.30326530383369305,0.9595035665444424,0.7054065574602938,0.7031317643148864,0.3716427441022126,0,score< 0.570
window_9125.csv,window,8,15.191485914736006,8,31.380171047645817,0.30326530383369305,0.9595035665444424,0.7054065574602938,0.7031317643148864,0.3716427441022126,0,score< 0.570
window_11075.csv,window,8,13.26459559445155,9,30.706868652915244,0.30326530383369305,0.9595035665444424,0.7054065574602938,0.7031317643148864,0.3716427441022126,0,score< 0.570
window_9100.csv,window,8,14.439842039633476,8,29.538717137605047,0.30326530383369305,0.9595035665444424,0.7054065574602938,0.7031317643148864,0.3716427441022126,0,score< 0.570
window_1625.csv,window,9,10.876794909647233,12,156.87559950697462,1.5596911467249506,0.6429328410168043,0.7060631840133874,0.44997389431090706,0.608526691911583,1,score>= 0.570
window_23625.csv,window,9,6.10419998061485,7,78.3669108503388,1.5596911467249506,0.6429328410168043,0.7060631840133874,0.44997389431090706,0.608526691911583,1,score>= 0.570
window_9800.csv,window,10,15.062348995808982,8,44.602320718678094,0.253701508087977,0.44141091952573125,0.6699107957056935,0.24611370058363014,0.11011110522019223,0,score< 0.570
window_4325.csv,window,10,7.130174560802885,13,30.604662315565836,0.253701508087977,0.44141091952573125,0.6699107957056935,0.24611370058363014,0.11011110522019223,0,score< 0.570
window_19075.csv,window,10,7.303218100029361,9,29.286917433672915,0.253701508087977,0.44141091952573125,0.6699107957056935,0.24611370058363014,0.11011110522019223,0,score< 0.570
window_12150.csv,window,10,7.00775838619143,12,27.61890224131456,0.253701508087977,0.44141091952573125,0.6699107957056935,0.24611370058363014,0.11011110522019223,0,score< 0.570
window_4450.csv,window,10,6.424789394629838,10,27.147246681363665,0.253701508087977,0.44141091952573125,0.6699107957056935,0.24611370058363014,0.11011110522019223,0,score< 0.570
window_18050.csv,window,11,15.4843448893368,13,52.95642287456048,0.7800061439877994,1.3031624190688968,0.3655513506354449,0.5957248339452468,0.5737044944924421,1,score>= 0.570
window_15625.csv,window,11,16.13696480562455,14,51.00101107955383,0.7800061439877994,1.3031624190688968,0.3655513506354449,0.5957248339452468,0.5737044944924421,1,score>= 0.570
window_17800.csv,window,11,15.031302749966065,14,50.824678676998595,0.7800061439877994,1.3031624190688968,0.3655513506354449,0.5957248339452468,0.5737044944924421,1,score>= 0.570
window_24150.csv,window,11,17.567329185451047,13,50.012917141091286,0.7800061439877994,1.3031624190688968,0.3655513506354449,0.5957248339452468,0.5737044944924421,1,score>= 0.570
window_15925.csv,window,11,15.248426012959673,11,48.8813284035092,0.7800061439877994,1.3031624190688968,0.3655513506354449,0.5957248339452468,0.5737044944924421,1,score>= 0.570
window_5650.csv,window,12,9.330458493552564,12,51.826503313348866,0.31352394491908675,0.484736688043284,0.5848669898616945,0.4612958570509891,0.17890836461290682,0,score< 0.570
window_19625.csv,window,12,7.766580999464506,10,46.95032350323784,0.31352394491908675,0.484736688043284,0.5848669898616945,0.4612958570509891,0.17890836461290682,0,score< 0.570
window_4850.csv,window,12,7.805668660919454,12,42.78767290636034,0.31352394491908675,0.484736688043284,0.5848669898616945,0.4612958570509891,0.17890836461290682,0,score< 0.570
window_16425.csv,window,12,6.544514472531855,11,32.515674351012656,0.31352394491908675,0.484736688043284,0.5848669898616945,0.4612958570509891,0.17890836461290682,0,score< 0.570
window_5175.csv,window,12,5.302520218082338,10,30.609014686451943,0.31352394491908675,0.484736688043284,0.5848669898616945,0.4612958570509891,0.17890836461290682,0,score< 0.570
window_24650.csv,window,13,9.292631677131483,7,37.0389936674923,0.07503139622553527,0.6647912877907187,0.5066027939160634,0.869147613565835,0.23670125291027144,0,score< 0.570
window_24925.csv,window,13,9.052298866980008,8,34.92658171329272,0.07503139622553527,0.6647912877907187,0.5066027939160634,0.869147613565835,0.23670125291027144,0,score< 0.570
window_16525.csv,window,13,9.488494212621704,9,34.62032353663325,0.07503139622553527,0.6647912877907187,0.5066027939160634,0.869147613565835,0.23670125291027144,0,score< 0.570
window_15825.csv,window,13,7.907067285414373,10,31.84937741847715,0.07503139622553527,0.6647912877907187,0.5066027939160634,0.869147613565835,0.23670125291027144,0,score< 0.570
window_24950.csv,window,13,8.505886868439998,5,31.557626923127977,0.07503139622553527,0.6647912877907187,0.5066027939160634,0.869147613565835,0.23670125291027144,0,score< 0.570
window_19350.csv,window,14,12.515851239687048,13,39.09579690297648,0.3803087476358492,1.126481070159996,0.307187443185197,0.5687582239540652,0.3915168402381878,0,score< 0.570
window_25600.csv,window,14,10.87557717244768,8,37.298829190116706,0.3803087476358492,1.126481070159996,0.307187443185197,0.5687582239540652,0.3915168402381878,0,score< 0.570
window_1150.csv,window,14,15.839859298876112,11,36.91670855226988,0.3803087476358492,1.126481070159996,0.307187443185197,0.5687582239540652,0.3915168402381878,0,score< 0.570
window_5525.csv,window,14,16.38838976080934,12,35.996773344276676,0.3803087476358492,1.126481070159996,0.307187443185197,0.5687582239540652,0.3915168402381878,0,score< 0.570
window_21125.csv,window,14,15.611373478298496,11,35.61836110139678,0.3803087476358492,1.126481070159996,0.307187443185197,0.5687582239540652,0.3915168402381878,0,score< 0.570
