window_start,decision_score,is_anomaly
3200,1.5258066042148948,0
3225,-0.11706462021840469,1
3250,0.03182150577485787,0
3275,1.7940948217052797,0
3300,1.0147890258501557,0
3325,2.0182770024531647,0
3350,2.0485427527114735,0
3375,0.8468188286638649,0
3400,0.8638641581014981,0
3425,-0.058017576462071396,1
3450,0.33219553925460366,0
3475,0.08984377967993984,0
3500,0.06197396592458526,0
3525,-0.8518252058754472,1
3550,-0.46376537058157696,1
3575,0.7602333399506382,0
3600,1.010095089168828,0
3625,1.1788530180884718,0
3650,0.8125859785590142,0
3675,-0.22928418795098437,1
3700,0.034812121696920606,0
3725,0.34762705208188427,0
3750,-0.9235346045337876,1
3775,-0.23558194921683473,1
3800,-0.7121783739887784,1
3825,-0.9227421635415141,1
3850,-0.6910086794394119,1
3875,-1.0440267686265416,1
3900,-1.717583613798014,1
3925,-1.9491584415222591,1
3950,-1.2821620341540854,1
3975,-1.0831157892677745,1
4000,-1.1026790063428358,1
4025,-1.6860574002280968,1
4050,-2.35486194697299,1
4075,-1.7082214734591186,1
4100,-1.5222169348981414,1
4125,-1.9093834925826452,1
4150,-1.6650914350087032,1
4175,-2.074650501956016,1
4200,-1.713354182255555,1
4225,-1.7796946362298711,1
4250,-2.0189345883631944,1
4275,-1.8290934215027148,1
4300,-1.4171146941315786,1
4325,-1.7525996632789185,1
4350,-1.815585354336493,1
4375,-1.8837518957573605,1
4400,-1.8004455838654847,1
4425,-1.8424048390786627,1
4450,-1.7463851082177841,1
4475,-1.6487782024535926,1
4500,-1.4280327472545573,1
4525,-1.4541532581052907,1
4550,-1.8608444136779392,1
4575,-1.65550477910537,1
4600,-1.602423871764076,1
4625,-1.3752188094727922,1
4650,-1.4731693021258159,1
4675,-1.310397410189239,1
4700,-1.510338253867194,1
4725,-2.233019865340115,1
4750,-1.6361928498281015,1
4775,-1.308226034955359,1
4800,-1.4837811911903693,1
4825,-0.7426334162966097,1
4850,-0.8572661764693588,1
4875,-0.3455115382116998,1
4900,-0.23985670519179214,1
4925,-1.0656832825516958,1
4950,0.7312530444688137,0
4975,1.1410291991523596,0
5000,1.3333203083814866,0
5025,0.4791764166106396,0
5050,1.0142763544068063,0
5075,1.3501932208237855,0
5100,1.438142390955767,0
5125,0.29678934228171316,0
5150,1.5421663486539,0
5175,1.2468555055542363,0
5200,1.3787916249319916,0
5225,-0.07325857277567138,1
5250,-0.23647886238066196,1
5275,0.9415076227879182,0
5300,1.3329019000707336,0
5325,-0.5166858562647434,1
5350,0.2873389231845258,0
5375,1.4827577067124413,0
5400,0.5965266160050908,0
5425,0.9044005313386507,0
5450,1.8596649189368146,0
5475,1.628159973950193,0
5500,0.43575595821939794,0
5525,1.384000334794632,0
5550,1.0059440559484982,0
5575,1.2628254501715568,0
5600,1.4881737064012417,0
5625,1.4469350142317574,0
5650,0.29944457234995303,0
5675,0.18657947417632093,0
5700,1.3438980639670448,0
5725,-0.020985792633915867,1
5750,-0.16358768968978632,1
5775,2.1555947832580364,0
5800,1.654577381701467,0
5825,1.9679231381093323,0
5850,2.2951302677579615,0
5875,2.3638416597136396,0
5900,1.7028441400107144,0
5925,0.9763330049164654,0
5950,1.3476955472136498,0
5975,0.7898369200214748,0
6000,0.16956236483798603,0
6025,0.03150190819353993,0
6050,0.43044611906048624,0
6075,0.9839261321057315,0
6100,0.7627349518750877,0
6125,0.4148415280188842,0
6150,0.382316673069377,0
6175,0.44312151294999724,0
6200,-0.3514204800922913,1
6225,0.05180893280600429,0
6250,-0.5858516715466386,1
6275,0.20194631477687386,0
6300,0.8765843310284445,0
6325,0.3857926944396506,0
6350,0.49880097044023897,0
6375,0.9915279549599298,0
6400,1.015755396796267,0
6425,0.13504046837347738,0
6450,0.3600346155470642,0
6475,1.8102919344498996,0
6500,1.8795064585115466,0
6525,1.084163439015319,0
6550,0.9341130676180351,0
6575,1.5136573294989666,0
6600,0.8699559447132423,0
6625,0.35639101309074084,0
6650,0.8869425579182564,0
6675,1.0545624299006175,0
6700,0.785494424415639,0
6725,1.5917602711594934,0
6750,1.58883515756574,0
6775,0.5808346051312232,0
6800,1.0034182025853,0
6825,0.9024781173232799,0
6850,-0.021487210679890456,1
6875,0.36337678046852995,0
6900,-0.14097510599132246,1
6925,0.4941547897537002,0
6950,1.271069573757814,0
6975,0.7573146657676895,0
7000,0.14415330424495787,0
7025,1.0901745292477467,0
7050,0.8982709935751738,0
7075,0.809208106334482,0
7100,0.5504826772040192,0
7125,0.47283119489449676,0
7150,0.4952194319973162,0
7175,0.3879385286939434,0
7200,0.8699789350273011,0
7225,0.33815024372969615,0
7250,-0.22511279866153444,1
7275,0.31233119890968597,0
7300,0.604126409163658,0
7325,0.912354009554448,0
7350,0.8107282472570163,0
7375,0.7797879897821285,0
7400,0.705427699430984,0
7425,0.5935030780261594,0
7450,0.46221676864819417,0
7475,0.551810808649146,0
7500,0.4170005167188813,0
7525,0.3465981802534448,0
7550,0.44573425899400343,0
7575,0.589535613631599,0
7600,0.3965353843590518,0
7625,0.2930890789347367,0
