window_start,decision_score,is_anomaly
2200,-2.5054413709056194,1
2225,-2.3476229440464706,1
2250,-2.1345869067238725,1
2275,-2.0105513425881623,1
2300,-1.9440468623348608,1
2325,-1.8805043438070936,1
2350,-1.7224234936029692,1
2375,-1.6359921158544632,1
2400,-1.797329153851261,1
2425,-2.192708441853358,1
2450,-1.9922758259949302,1
2475,-1.7119858303759723,1
2500,-1.4685211498612651,1
2525,-1.647698026915684,1
2550,-1.7885481816324615,1
2575,-2.1320802247027153,1
2600,-1.7104493739299245,1
2625,-1.6649233894037372,1
2650,-1.835954464192974,1
2675,-1.6638343562344708,1
2700,-2.192329233407831,1
2725,-1.71363152678521,1
2750,-1.8553255167787293,1
2775,-1.888777870814157,1
2800,-1.8863600761408952,1
2825,-1.7758012264336727,1
2850,-1.74589449216813,1
2875,-1.49321323389532,1
2900,-2.0289526928536468,1
2925,-1.5098991407093192,1
2950,-1.531933329458465,1
2975,-1.7038959775416491,1
3000,-1.6563297358055622,1
3025,-1.6128108381639001,1
3050,-2.0075307430448017,1
3075,-1.7150543268553822,1
3100,-1.4882559987456916,1
3125,-1.691273197174969,1
3150,-2.421986965418979,1
3175,-2.1091187683711885,1
3200,-1.8640679839712568,1
3225,-2.4285045740927145,1
3250,-2.201251945436413,1
3275,-1.8884256809854008,1
3300,-2.2788148319810677,1
3325,-1.759918377329599,1
3350,-1.6526287225792387,1
3375,-1.511943872454427,1
3400,-1.6488617832244254,1
3425,-1.6101613103926686,1
3450,-1.6353676673573028,1
3475,-1.5586402767817278,1
3500,-1.6013501733992057,1
3525,-1.4967223986205984,1
3550,-1.5991044632687461,1
3575,-1.6380640986352248,1
3600,-1.770328062809161,1
3625,-1.4751994916111468,1
3650,-1.4319561675498704,1
3675,-1.7197360253196252,1
3700,-1.7585264342963143,1
3725,-1.5504201691955966,1
3750,-1.4762033168638933,1
3775,-1.6042704557279919,1
3800,-1.512187763283681,1
3825,-1.5027908915911339,1
3850,-1.4841503499682194,1
3875,-1.493227805143067,1
3900,-1.4931608818140996,1
3925,-1.7035121442493062,1
3950,-2.0267055841909283,1
3975,-1.6896885687137675,1
4000,-1.5523988008566882,1
4025,-1.696415840335515,1
4050,-1.5139250974841554,1
4075,-1.7464499309145864,1
4100,-1.5907604461072804,1
4125,-1.571741220647275,1
4150,-1.5090467887353416,1
4175,-1.4522665481912913,1
4200,-1.7024860363788554,1
4225,-1.627601993992338,1
4250,-1.5728852043687995,1
4275,-1.5340285298391203,1
4300,-1.429976468639092,1
4325,-1.6597437748221817,1
4350,-1.5952071864073583,1
4375,-1.6977750114777281,1
4400,-1.5561931129751168,1
4425,-1.9016164630616883,1
4450,-1.6428568149235865,1
4475,-1.5196469665885193,1
4500,-1.5564081401958103,1
4525,-1.6001787064610928,1
4550,-1.5904065082450676,1
4575,-1.7203669891954467,1
4600,-1.774793882181564,1
4625,-1.8039768071657338,1
4650,-1.6778823548577604,1
4675,-1.739302716831331,1
4700,-2.106676030478756,1
4725,-1.9078723381006077,1
4750,-1.847711673009179,1
4775,-1.6264585637734754,1
4800,-1.9166410817740474,1
4825,-1.9653553058396596,1
4850,-1.793580020032671,1
4875,-1.570733551390075,1
4900,-1.59936917792509,1
4925,-1.8440658644369128,1
4950,-1.729195519650395,1
4975,-1.6508814985312212,1
5000,-1.7334333459303406,1
5025,-1.5601325973564526,1
5050,-1.9569677779990824,1
5075,-1.8260392411549584,1
5100,-1.6116893423598029,1
5125,-1.617890641978228,1
5150,-1.490845027669367,1
5175,-1.469923767793364,1
5200,-1.660371510214873,1
5225,-2.0183508566530084,1
5250,-1.8811483252601335,1
5275,-2.2052743150087952,1
5300,-2.07568123965944,1
5325,-1.641148074232527,1
5350,-1.6311322943345972,1
5375,-1.7453335986219662,1
5400,-1.9390591444085805,1
5425,-1.9219598585274311,1
5450,-1.5430596627360704,1
5475,-1.6352962672770084,1
5500,-1.2603524410507512,1
5525,-1.0545312316171906,1
5550,-1.1620895931728885,1
5575,-1.213496848541491,1
5600,-1.1488794491245367,1
5625,-1.280924213679317,1
5650,-0.7051423812832849,1
5675,-0.5958949909980564,1
5700,-0.8367966126177264,1
5725,-0.206285428035613,1
5750,-0.14194553238447138,1
5775,-0.9777550719401051,1
5800,0.2635818238532104,0
5825,1.3461467470226016,0
5850,1.4643774047162537,0
5875,1.6946066464079714,0
5900,1.0954537301117617,0
5925,1.2329187167918882,0
5950,1.6599729402457561,0
5975,2.217718802210729,0
6000,1.8022794643358755,0
6025,1.904617494735716,0
6050,1.1452530150533167,0
6075,2.170574345283734,0
6100,0.6852901286499224,0
6125,1.9854922980272645,0
6150,0.543989615393166,0
6175,1.5405326624341584,0
6200,1.2931717678767671,0
6225,0.33489051611080756,0
6250,1.2765692998167935,0
6275,0.18116439547252616,0
6300,1.1900469152671769,0
6325,1.638640345408065,0
6350,1.485729254238794,0
6375,1.971443428355745,0
6400,1.6855896122360892,0
6425,1.0428562132745784,0
6450,-0.1608056558512141,1
6475,0.3211467606965761,0
6500,1.836911065799455,0
6525,0.9821345407868409,0
6550,2.1581868535622886,0
6575,1.8032662011939231,0
6600,1.9985488371382858,0
6625,1.218127302729132,0
6650,1.1869332011723182,0
6675,0.6821758869480292,0
6700,1.2836821617791645,0
6725,2.0450350544789386,0
6750,1.1468193461816267,0
6775,0.8069467616510502,0
6800,1.2457278423304614,0
6825,1.2123860562675852,0
6850,0.6911074375048387,0
6875,1.1498603119357331,0
6900,0.5122402807565396,0
6925,0.1808726715959712,0
6950,-0.39013257624825437,1
6975,-0.8703943281942519,1
7000,0.9047109153726942,0
7025,0.9447032631396479,0
7050,1.17116716501805,0
7075,1.4628967792023482,0
7100,0.823668636993172,0
7125,0.13887910244539148,0
7150,0.9776089231154175,0
7175,1.1728665714771007,0
7200,1.263924493893327,0
7225,1.6105179455597924,0
7250,0.4524771525001836,0
7275,2.2495870011231545,0
7300,1.6708823513536477,0
7325,2.0726831170366915,0
7350,1.7626390995440198,0
7375,2.234352212248447,0
7400,1.4958075623903055,0
7425,1.4785963336942012,0
7450,0.7352856851279737,0
7475,2.2106668532984997,0
7500,0.6103019070277846,0
7525,1.919185284816869,0
7550,1.5029460890362771,0
7575,1.5202457021089022,0
7600,0.9343544728779158,0
7625,2.2066950365819085,0
7650,1.9619389065204946,0
7675,1.5416565290828577,0
7700,1.9261063456200485,0
7725,1.581439872749001,0
7750,1.465029714395905,0
7775,1.4572037867254406,0
7800,2.38990373723882,0
7825,2.0787884804881727,0
7850,1.8932165453902665,0
7875,1.3049714843494606,0
7900,2.2068052931667332,0
7925,1.70284297008893,0
7950,1.6200730174360953,0
7975,1.6898219867340187,0
8000,1.689388805011205,0
8025,1.7153214622959827,0
8050,2.0167509743639793,0
8075,2.239777559949054,0
8100,2.1350272255778475,0
8125,2.244328228327237,0
8150,2.1915495059987795,0
8175,1.1440200946503167,0
8200,1.2249282852186218,0
8225,1.6024188236656571,0
8250,1.660644348693776,0
8275,0.736823397634391,0
8300,0.713184305605068,0
8325,-0.21349575415242672,1
8350,0.5894557668123794,0
8375,1.1052405799300833,0
8400,0.36218638840753536,0
8425,-0.7172818853406362,1
8450,-0.1523773887748412,1
8475,1.6776492878895222,0
8500,2.6122822628626996,0
8525,1.2261792211155753,0
8550,0.6268044023335171,0
8575,1.1294881113948008,0
8600,1.0933098639198122,0
8625,1.149142458219846,0
8650,0.4382516303013264,0
8675,0.38584985951480677,0
8700,0.4079934386409705,0
8725,0.6287468761046155,0
8750,0.5683380563474256,0
8775,0.6383686372900894,0
8800,0.5599935514168837,0
8825,0.668394465189897,0
8850,0.3958200217615686,0
8875,0.511204083614698,0
8900,0.434639581019439,0
8925,0.7245862769376354,0
8950,0.8175774028793055,0
8975,0.794105565462877,0
