file,window_idx,start_idx,end_idx,decision_score,top3_sensors,contrib_AltMSL,contrib_E1 RPM,contrib_E1 FFlow,contrib_E1 CHT1,contrib_E1 EGT1,contrib_NormAc,contrib_IAS
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,10,250,279,0.7311099016148321,"IAS, E1 FFlow, E1 RPM",0.12332447754672918,0.15111994586948646,0.1680933397754004,0.07859354374627689,0.09146885638281568,0.11028435888228641,0.27711547779671314
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,11,275,304,0.699182424174992,"IAS, E1 RPM, E1 FFlow",0.11634888031241572,0.16276948374311992,0.16101357873062952,0.07594252556970156,0.11928157992629261,0.10192087365025877,0.2627230780673034
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,12,300,329,0.7338046906362767,"IAS, E1 RPM, E1 FFlow",0.11151770059730809,0.2007893198868292,0.16041296860209278,0.09317427659049093,0.10272428220443669,0.07346136801753868,0.2579200841009904
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,13,325,354,0.6199135377687095,"IAS, E1 RPM, E1 FFlow",0.10460395372022281,0.18182821060952378,0.15858637440876366,0.07928714405886707,0.11914063270174641,0.1124473333185043,0.2441063511820561
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,14,350,379,0.7953840641783612,"IAS, E1 RPM, E1 FFlow",0.12096398782733632,0.1846240212443461,0.1802412312994855,0.04767247073010885,0.06364846431348775,0.12613568220988436,0.27671414237503683
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,15,375,404,0.6544523119784906,"IAS, NormAc, E1 RPM",0.11260746779979545,0.17882156385093687,0.16565001181479183,0.04926691964497787,0.0523709870277174,0.18128615074120374,0.25999689912025054
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,16,400,429,0.43580159640418037,"IAS, NormAc, E1 RPM",0.1058671927963387,0.1634512530417861,0.1576150368359127,0.03390091591156312,0.06494076857053489,0.22917897524411215,0.2450458575994306
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,17,425,454,0.9191589218079295,"IAS, E1 FFlow, E1 RPM",0.12300285102852103,0.16213185181232717,0.18904958392371557,0.0130533134578253,0.10878575148184987,0.12105609530329822,0.2829205529921485
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,18,450,479,0.9496995628407867,"IAS, E1 FFlow, E1 RPM",0.13074228396146115,0.16461839066976064,0.2007539172380543,0.011239233923816807,0.0776856071602215,0.11965513418124493,0.29530543286513883
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,19,475,504,1.0856289282199083,"IAS, E1 FFlow, E1 RPM",0.13594716969164583,0.14665390456949653,0.1931075560149985,0.022369912058845354,0.0986930819810226,0.0932375262830873,0.3099908494006172
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,20,500,529,0.4551888414823062,"IAS, E1 EGT1, AltMSL",0.15682924886676403,0.11228376118473872,0.11035483148432236,0.015685609107582738,0.20102397133237437,0.08659126014084736,0.3172313178831324
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,21,525,554,0.6697870303185653,"IAS, E1 FFlow, E1 EGT1",0.12331188686690565,0.1584680296164302,0.16729098678836463,0.05844264840369466,0.1671518302763708,0.05930883466000867,0.266025783387974
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,22,550,579,0.906335129644408,"IAS, E1 FFlow, E1 RPM",0.12311570651795337,0.173177587456669,0.18365278545507316,0.08938142904913368,0.04679027358589802,0.10645211608804213,0.277430101846934
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,23,575,604,0.9551335485236163,"IAS, E1 FFlow, E1 RPM",0.12865787793128583,0.18107582738808342,0.1900704749999907,0.10106317405685362,0.038816719798331074,0.06831093098907043,0.2920049948360646
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,24,600,629,0.9639933596562282,"IAS, E1 FFlow, E1 RPM",0.12231857624709253,0.14435900277555774,0.1844654041714006,0.09129710147801742,0.09724672970351071,0.08345205031864944,0.2768611353054837
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,25,625,654,0.39009083704373326,"E1 FFlow, IAS, E1 RPM",0.12030943595303567,0.14863398364443162,0.25230534924166576,0.03300150293616871,0.10643217427312139,0.13166622712335507,0.20765132682800047
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,26,650,679,0.4810231437263668,"E1 FFlow, AltMSL, NormAc",0.21835556935000863,0.12634121106927237,0.31644491465086133,0.03595952491203116,0.026800045319097607,0.1931913936595281,0.08290734103895882
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,27,675,704,0.36413176124643387,"E1 FFlow, NormAc, AltMSL",0.2125816756063492,0.12349390757852502,0.31668854311808925,0.06145631416126716,0.01306049826996109,0.257680782265354,0.015038279000199599
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,28,700,729,0.8561682985194738,"E1 FFlow, NormAc, AltMSL",0.17186469780382277,0.10084682018359448,0.30230605012826883,0.139222938724125,0.020695782661098998,0.21477061127916444,0.05029309921970377
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,29,725,754,0.5585557446801208,"E1 FFlow, NormAc, E1 CHT1",0.1578632918121653,0.08975921744071966,0.2506831223599052,0.20309064527283455,0.02809654862646826,0.22223244256095606,0.048274731926733476
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,30,750,779,0.9916195693414802,"E1 CHT1, AltMSL, NormAc",0.22157548010119624,0.04463441405280159,0.1420619797831038,0.31014036268568734,0.08660251998929741,0.15882690881259326,0.03615833457511575
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,31,775,804,0.9705224041807292,"E1 CHT1, AltMSL, NormAc",0.208822998247513,0.00969179982863392,0.12258350509730544,0.31097412291853027,0.11232850344223733,0.18797685631105981,0.047622214154517284
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,32,800,829,0.2632881506331963,"E1 CHT1, E1 FFlow, NormAc",0.1534138978626705,0.12553657330907475,0.19665638866614937,0.2365797682767199,0.09285973918358487,0.1658987743307146,0.029054858370893964
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,33,825,854,0.7384941036699595,"E1 FFlow, E1 CHT1, NormAc",0.1455280344666803,0.1368196603689995,0.22603525503442953,0.2027908996329341,0.12416189746635281,0.1513649607013892,0.013299292329026713
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,34,850,879,0.9680789665522984,"E1 FFlow, NormAc, AltMSL",0.1723369950964559,0.13059578112704037,0.2129410038823823,0.12025635460001041,0.16712193103693335,0.17440841464434242,0.02233951961264661
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,35,875,904,0.3806422827491516,"E1 EGT1, AltMSL, E1 FFlow",0.17823779054633895,0.16751957253064212,0.17634207565404958,0.07038759575288937,0.20573203992405345,0.1612583685041137,0.040522557087688316
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,36,900,929,-0.5105727370363313,"E1 FFlow, E1 RPM, E1 EGT1",0.09622342110266618,0.24686059186957612,0.2581357631785431,0.025865293138747882,0.16100655934412933,0.14986240884392513,0.062045962522152075
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,37,925,954,0.22058846227516904,"E1 FFlow, NormAc, AltMSL",0.18255948017138193,0.12271144860072203,0.3000706793961824,0.11883444303060853,0.02569283910817608,0.20818836615999045,0.04194274353270668
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,38,950,979,0.5971813273494306,"E1 FFlow, NormAc, AltMSL",0.18346905131212174,0.13668205702411423,0.33977542059713306,0.05914885595659546,0.0157880187894318,0.24173458873709597,0.023402007583255776
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,39,975,1004,1.2132418710699597,"E1 FFlow, NormAc, AltMSL",0.14700190811949262,0.12072023447122127,0.36497320721590715,0.07122317949256553,0.03209885561941288,0.21066736126271093,0.053315253818453305
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,40,1000,1029,1.086595527013746,"NormAc, E1 FFlow, AltMSL",0.18034226957605642,0.07283159526026525,0.21132157752091213,0.17768471203086283,0.0741171655454879,0.24143022327324618,0.04227245679295759
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,41,1025,1054,1.7731281889741441,"E1 CHT1, AltMSL, NormAc",0.20940006232642652,0.016144222138759632,0.13478343152490768,0.29087047765948326,0.13755610704733762,0.16618971388823867,0.04505598541464499
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,42,1050,1079,1.0047763814303985,"E1 CHT1, NormAc, AltMSL",0.18718394747551081,0.060118194436958074,0.15776898245280277,0.23107968604511672,0.11591961101053934,0.21291873408653827,0.035010844492332494
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,43,1075,1104,0.5696081816699752,"E1 FFlow, E1 CHT1, NormAc",0.12403014325244774,0.15033907205146196,0.22486764254218947,0.21562888922756687,0.0779510685559373,0.17057423112347012,0.036608953246734334
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,44,1100,1129,1.2162912548108271,"E1 FFlow, NormAc, E1 CHT1",0.1516766801941129,0.14588186113264015,0.22801827462883112,0.1746131462888732,0.08950857544422629,0.1814161601545955,0.028885302156523355
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,45,1125,1154,1.3546428332898715,"AltMSL, NormAc, E1 FFlow",0.21375926748354532,0.0871892786508035,0.19696997137175798,0.07241844348290964,0.18254712109951562,0.20731767318681443,0.039798244724449386
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,46,1150,1179,0.3761984083248904,"E1 EGT1, E1 RPM, AltMSL",0.1843466842520931,0.18983364748390186,0.16269488907768326,0.035891718881683035,0.2177788330955357,0.17486834045014713,0.03458588675872506
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,47,1175,1204,0.22629000533547883,"E1 FFlow, E1 RPM, NormAc",0.15316734120213193,0.1911477904343216,0.30893962218235804,0.06254309224455225,0.068716276049998,0.1852762359763751,0.03020964191001726
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,48,1200,1229,0.6258975408481846,"E1 FFlow, NormAc, AltMSL",0.19600270086634866,0.13681987894464412,0.33684586521898063,0.09490245157067582,0.013268395135513708,0.20266231675629567,0.019498391507301323
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,49,1225,1254,0.9801901433977931,"E1 FFlow, NormAc, AltMSL",0.17060019361455064,0.13831464671078034,0.36417212876105676,0.05016121147491444,0.02006330787462611,0.2337433249987032,0.022945186565121192
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,50,1250,1279,1.3881824711898925,"E1 FFlow, NormAc, AltMSL",0.15761408723735104,0.09803593481353622,0.267488814702833,0.12927510215493862,0.04991571471580259,0.25290414258126265,0.04476620379405451
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,51,1275,1304,1.8400317712173924,"E1 CHT1, NormAc, AltMSL",0.2042366143363068,0.008089212313722801,0.09138001336485417,0.29252069380633045,0.12372777811145394,0.24656205408008366,0.033483633987025425
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,52,1300,1329,1.4849603179023982,"E1 CHT1, NormAc, AltMSL",0.19272932991436623,0.025562426660345222,0.13124605063592318,0.261532399071135,0.12184806025116673,0.21301471328032348,0.054067020186544607
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,53,1325,1354,1.7640403223182077,"E1 CHT1, NormAc, AltMSL",0.19288445231237308,0.025796707965214296,0.15315814643681,0.25047798164954527,0.13208622669962025,0.19920798403013767,0.046388500906100506
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,54,1350,1379,1.3724799407329793,"E1 FFlow, E1 CHT1, AltMSL",0.18116416795122886,0.1160990452030236,0.19663061553692543,0.18566930245846394,0.11240590716213429,0.16140829877082627,0.0466226629172064
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,55,1375,1404,1.4866098374288046,"E1 FFlow, E1 CHT1, NormAc",0.14465183722206224,0.1470864343680391,0.247073860422777,0.17894256375053202,0.08748488574017449,0.1589261552388502,0.03583426325737143
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,56,1400,1429,1.5202407640146505,"E1 FFlow, AltMSL, NormAc",0.20322836557155097,0.10869226947369783,0.2211595938777251,0.08650514049313585,0.1748681767594005,0.17921222543400492,0.026334228390289077
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,57,1425,1454,1.3755060751607409,"AltMSL, E1 EGT1, NormAc",0.22600768417501269,0.08393069551019551,0.18906975663393372,0.030309529500105015,0.21685180907810503,0.2135377444451034,0.04029278065734182
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,58,1450,1479,0.34561030260012826,"E1 FFlow, NormAc, AltMSL",0.16954875603391337,0.09446647343035618,0.2743008560928525,0.07804181940633419,0.10703917946952737,0.2138373402611783,0.06276557530561878
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,59,1475,1504,0.6106967818797115,"E1 FFlow, NormAc, AltMSL",0.17749321013954114,0.12484775915246901,0.32786620624629736,0.057431521217724046,0.016541603498365403,0.24074739200464687,0.055072307740718494
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,60,1500,1529,0.8497516061281867,"E1 FFlow, NormAc, AltMSL",0.17140558151254548,0.1201276370473838,0.3487140254237744,0.06236348150946824,0.0244670352538418,0.23262599104604134,0.04029624820670792
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,61,1525,1554,1.529424420197929,"E1 FFlow, AltMSL, E1 CHT1",0.18123687128407232,0.10166774933901378,0.30271921363877374,0.1736050428757946,0.045431953147316004,0.13600539133714556,0.05933377837766209
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,62,1550,1579,1.5911045277177656,"E1 CHT1, AltMSL, NormAc",0.21143960327097247,0.030604476511227,0.13398151402517142,0.3091493776077758,0.13051390097089827,0.16832379579358886,0.015987331820160086
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,63,1575,1604,1.5310208437563841,"E1 CHT1, AltMSL, NormAc",0.21299697061711517,0.03173826987880205,0.13683680203301532,0.31109963913527766,0.12730236017119534,0.16850180205304546,0.01152415611134762
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,64,1600,1629,0.35473404625302196,"E1 CHT1, E1 FFlow, NormAc",0.15241169818877212,0.10945790591908433,0.19272063344682497,0.22123198209440648,0.12107200754659159,0.1791609790211454,0.02394479378298851
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,65,1625,1654,0.674438747142752,"E1 FFlow, E1 CHT1, NormAc",0.15593992630793008,0.13239689433160134,0.21467621510599863,0.20269030433458335,0.12360658668800349,0.1613322412055426,0.009357832026151381
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,66,1650,1679,1.4797670412097301,"E1 FFlow, AltMSL, E1 EGT1",0.20193941041551428,0.09576968444013434,0.2085238181545228,0.14166286465707173,0.1671731855524334,0.1516930804775984,0.033237956302537
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,67,1675,1704,1.2163949709341435,"AltMSL, E1 EGT1, E1 FFlow",0.2288542316282814,0.09043545568675972,0.19556349303961004,0.074585998678727,0.2006795037379239,0.1717454716099395,0.03813584561856063
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,68,1700,1729,-0.2328209682410587,"E1 RPM, NormAc, E1 FFlow",0.11122451124807513,0.2274020484239532,0.18878927277967122,0.04067416101283013,0.14568182953648265,0.20914129200827486,0.0770868849904551
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,69,1725,1754,0.2433168512826307,"E1 FFlow, AltMSL, NormAc",0.17720553331102973,0.12740070882505924,0.293173929570896,0.0653473206130609,0.07862235212153647,0.1533033667428505,0.10494678881533002
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,70,1750,1779,0.45780008266892525,"E1 FFlow, NormAc, AltMSL",0.20180819772740882,0.1295539318628029,0.3296913125286316,0.044228701013414716,0.015901145971693342,0.26663900941159985,0.012177701484191493
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,71,1775,1804,0.9861976003369191,"E1 FFlow, NormAc, AltMSL",0.17663626038627217,0.11975012092333955,0.3524851013824449,0.07998172622451026,0.02560772225886631,0.19781645437039835,0.047722614453930945
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,72,1800,1829,1.2232680661728579,"E1 FFlow, NormAc, AltMSL",0.17814577863959852,0.09246062642587634,0.27181896925904536,0.1716788482963348,0.044945882081422736,0.19726378978421993,0.04368610551328386
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,73,1825,1854,1.4966528980481208,"E1 CHT1, AltMSL, NormAc",0.21905502127498463,0.025048400463389048,0.12425808383872669,0.32051487592861344,0.12406669364944277,0.1744035778141312,0.012653347030500152
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,74,1850,1879,1.3727628386390855,"E1 CHT1, AltMSL, NormAc",0.21618223524998748,0.01982602936260052,0.12590641369708525,0.31685200850877254,0.12487232328959852,0.1719710148267875,0.02438997506495962
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,75,1875,1904,1.9376047339834837,"E1 CHT1, AltMSL, NormAc",0.22291261534529594,0.01708849382630542,0.13453304128079074,0.3047556453948408,0.1354117278264081,0.15456715895330972,0.030731317372840475
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,76,1900,1929,1.6579467061645823,"E1 CHT1, NormAc, AltMSL",0.2043788375292462,0.03766474238711713,0.15126657228248985,0.2223583137020574,0.13243567027274475,0.21274108569793374,0.03915477812821599
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,77,1925,1954,0.3083891341558789,"NormAc, E1 FFlow, AltMSL",0.14654490286841906,0.10832735997863042,0.2057940360423768,0.14525928307282568,0.14225299308590936,0.2101109208584338,0.041710504093225305
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,78,1950,1979,0.9061637508967446,"E1 FFlow, NormAc, AltMSL",0.17063576816547346,0.1328172124603151,0.21405110819728757,0.1220047965818016,0.1548014497684153,0.18395128032167607,0.02173838450484661
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,79,1975,2004,1.2607033922773607,"E1 FFlow, AltMSL, NormAc",0.206204069259354,0.13424486746502612,0.22606688480786707,0.07428934573403909,0.12983388387733563,0.18385424854676113,0.04550670030941718
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,80,2000,2029,0.36084317289605794,"NormAc, E1 FFlow, E1 RPM",0.1556526183622857,0.18542340667212207,0.20486801153743298,0.028638167097352292,0.12458096992163291,0.2621812611892888,0.038655565219640836
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,81,2025,2054,0.14140047014579293,"E1 FFlow, AltMSL, NormAc",0.17003944995946316,0.1319839903772445,0.2995929649505621,0.14250926909708977,0.06154459967370628,0.14481717764724755,0.049512548294448504
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,82,2050,2079,0.575321731317691,"E1 FFlow, NormAc, AltMSL",0.17238100226815734,0.13640444952117653,0.33776210021252673,0.11538291809475383,0.016005435378761517,0.20725621753730866,0.014807876987081353
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,83,2075,2104,1.0643599545212648,"E1 FFlow, NormAc, AltMSL",0.1536355145196021,0.13829092194150594,0.36897224113077914,0.056870906158733275,0.02421400790677897,0.2321111278481972,0.025905280494156628
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,84,2100,2129,1.7150674455338444,"E1 FFlow, NormAc, AltMSL",0.19129279079218256,0.1033484994907313,0.2682305287068703,0.14160947715149272,0.06894893115045561,0.19765938624836094,0.028910386459691333
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,85,2125,2154,1.7472195168662839,"E1 CHT1, NormAc, AltMSL",0.19289909969743474,0.02850484133421314,0.13059324428710686,0.2813828243461026,0.14430740249714316,0.19490551613435567,0.027407071703428598
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,86,2150,2179,1.9169426609452205,"E1 CHT1, NormAc, AltMSL",0.17310276337834762,0.038605492867383254,0.12272433217598198,0.27980726593331,0.1223747366165557,0.21673548927921477,0.04664991974900089
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,87,2175,2204,1.4350264499384813,"NormAc, E1 CHT1, AltMSL",0.1753038652262519,0.01862676159091343,0.1131217888270775,0.2523274424196208,0.11828527453961904,0.3017714838023152,0.02056338359398365
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,88,2200,2229,2.270996147412528,"E1 CHT1, AltMSL, NormAc",0.22073396754072647,0.005384593393832121,0.12148598035353907,0.25153142521291433,0.13829883488315728,0.21836958246949315,0.04419561614612034
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,89,2225,2254,2.5550918661714843,"AltMSL, E1 CHT1, NormAc",0.22870975955478295,0.01033724023132062,0.12912277907559977,0.21658402649038372,0.15629080834615305,0.19463065805650934,0.06432472824502793
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,90,2250,2279,2.6765258188184506,"AltMSL, NormAc, E1 CHT1",0.23194131409247287,0.01792291251812556,0.12037149179460524,0.1810334083109191,0.1591051219057577,0.21848289740908425,0.07114285396881241
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,91,2275,2304,2.9121186414266247,"AltMSL, NormAc, E1 EGT1",0.2506964697344063,0.025108127265841614,0.12896180431191406,0.1579758431185928,0.17992685449862178,0.1921297862284299,0.06520111484195029
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,92,2300,2329,2.663256869734488,"NormAc, AltMSL, E1 EGT1",0.23404641679487162,0.020433871347570787,0.11956278312130769,0.12159168144057486,0.177062022267134,0.27651299937057877,0.05079022565771732
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,93,2325,2354,1.298369761837534,"E1 FFlow, NormAc, E1 EGT1",0.14476142491040442,0.13650301234000703,0.21712608474932357,0.10651077376787625,0.1507131018007301,0.2083595298890086,0.03602607254245965
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,94,2350,2379,1.2188614114924783,"E1 FFlow, NormAc, AltMSL",0.15754503007447357,0.13964901591849324,0.22537707468839682,0.08567531060297806,0.15387967033587546,0.2230313136610021,0.014842584718586927
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617.csv,95,2375,2404,1.3039259573686004,"NormAc, E1 FFlow, AltMSL",0.20196385605784123,0.10253115665390505,0.21162830469756647,0.04581655178666224,0.18971746808306988,0.23207361604484428,0.01626904667590025
