window_idx,filename,path,dbscan_label,flight_id,subseq_id,ocsvm_score,anomaly_flag,cluster_id,nearest_dist,viol_count_total,viol_sev_total,examm_flag,ocsvm_flag,dbscan_flag,hybrid_label
34,window_10750.csv,exact_data/anomaly/window_10750.csv,0,,,,,5,5.6910414462515595,6,13.797029921180478,1,0,0,1
35,window_10775.csv,exact_data/anomaly/window_10775.csv,0,,,,,5,6.197396361805633,5,14.100375881849162,1,0,0,1
36,window_10800.csv,exact_data/anomaly/window_10800.csv,-1,,,,,5,7.785923310467802,7,19.204241947625768,1,0,1,1
37,window_10825.csv,exact_data/anomaly/window_10825.csv,1,,,,,5,7.472173791400767,6,16.947476141878095,1,0,0,1
38,window_10850.csv,exact_data/anomaly/window_10850.csv,1,,,,,5,7.959518404275516,8,17.518734373371068,1,0,0,1
39,window_10875.csv,exact_data/anomaly/window_10875.csv,1,,,,,5,7.672288286965173,4,16.305637540877594,1,0,0,1
40,window_10900.csv,exact_data/anomaly/window_10900.csv,1,,,,,5,8.568153156972466,5,19.360857889660306,1,0,0,1
41,window_10925.csv,exact_data/anomaly/window_10925.csv,1,,,,,5,8.602132854412801,7,18.84551833702105,1,0,0,1
42,window_10950.csv,exact_data/anomaly/window_10950.csv,1,,,,,5,10.333532387422885,8,24.373208858322073,1,0,0,1
43,window_10975.csv,exact_data/anomaly/window_10975.csv,1,,,,,5,11.750695651048224,11,29.48105274553609,1,0,0,1
44,window_1100.csv,exact_data/anomaly/window_1100.csv,1,,,,,0,11.491124613681947,0,4.2167649157165465,0,0,0,0
45,window_11000.csv,exact_data/anomaly/window_11000.csv,2,,,,,8,9.836906370420262,5,21.809827568798816,1,0,0,1
46,window_11025.csv,exact_data/anomaly/window_11025.csv,2,,,,,8,9.856972063566348,9,21.037296332446264,1,0,0,1
47,window_11050.csv,exact_data/anomaly/window_11050.csv,2,,,,,8,11.621788862048907,11,24.990840496770826,1,0,0,1
48,window_11075.csv,exact_data/anomaly/window_11075.csv,2,,,,,8,13.26459559445155,9,30.706868652915244,1,0,0,1
49,window_11100.csv,exact_data/anomaly/window_11100.csv,-1,,,,,8,13.692333188434604,9,28.257396438373373,1,0,1,1
50,window_11125.csv,exact_data/anomaly/window_11125.csv,-1,,,,,8,12.989281395567472,7,26.407414579391983,1,0,1,1
51,window_11150.csv,exact_data/anomaly/window_11150.csv,-1,,,,,8,10.839113872811293,9,22.895962887653,1,0,1,1
52,window_11175.csv,exact_data/anomaly/window_11175.csv,-1,,,,,8,10.690523147766818,8,25.053240536620144,1,0,1,1
53,window_11200.csv,exact_data/anomaly/window_11200.csv,3,,,,,8,6.751605124981081,4,16.034208161987582,1,0,0,1
54,window_11225.csv,exact_data/anomaly/window_11225.csv,3,,,,,8,6.404585528277855,6,15.968009652223424,1,0,0,1
55,window_1125.csv,exact_data/anomaly/window_1125.csv,3,,,,,0,11.11048439573764,1,6.38154805414028,0,0,0,0
56,window_11250.csv,exact_data/anomaly/window_11250.csv,3,,,,,7,6.832965214420926,6,16.469757098424978,1,0,0,1
57,window_11275.csv,exact_data/anomaly/window_11275.csv,3,,,,,7,7.892921566994767,4,15.689836354295265,1,0,0,1
58,window_11300.csv,exact_data/anomaly/window_11300.csv,3,,,,,7,5.254508198064502,3,10.868621278060802,1,0,0,1
59,window_11325.csv,exact_data/anomaly/window_11325.csv,3,,,,,7,5.163235582476525,2,10.953233551802638,1,0,0,1
60,window_11350.csv,exact_data/anomaly/window_11350.csv,-1,,,,,8,6.9629536862450525,8,15.935452132280872,1,0,1,1
61,window_11375.csv,exact_data/anomaly/window_11375.csv,-1,,,,,8,6.652269869188082,6,15.128361774022531,1,0,1,1
62,window_11400.csv,exact_data/anomaly/window_11400.csv,-1,,,,,7,5.4195658778527624,3,12.34867576259391,1,0,1,1
63,window_11425.csv,exact_data/anomaly/window_11425.csv,-1,,,,,7,6.104397635921863,4,12.993832778773273,1,0,1,1
64,window_11450.csv,exact_data/anomaly/window_11450.csv,-1,,,,,7,7.411818298747269,7,17.126561317004086,1,0,1,1
65,window_11475.csv,exact_data/anomaly/window_11475.csv,4,,,,,7,8.262602587087361,8,16.560367269499196,1,0,0,1
66,window_1150.csv,exact_data/anomaly/window_1150.csv,4,,,,,14,15.839859298876112,11,36.91670855226988,1,0,0,1
67,window_11500.csv,exact_data/anomaly/window_11500.csv,4,,,,,7,8.91723692256377,7,18.771846509031576,1,0,0,1
68,window_11525.csv,exact_data/anomaly/window_11525.csv,4,,,,,7,6.126010189543982,4,12.58835056630844,1,0,0,1
69,window_11550.csv,exact_data/anomaly/window_11550.csv,4,,,,,8,6.592738098506572,4,12.553556959710924,1,0,0,1
70,window_11575.csv,exact_data/anomaly/window_11575.csv,4,,,,,8,8.58588979039783,7,19.669259036497653,1,0,0,1
71,window_11600.csv,exact_data/anomaly/window_11600.csv,4,,,,,8,5.110564051494092,4,11.438222289868692,1,0,0,1
72,window_11625.csv,exact_data/anomaly/window_11625.csv,4,,,,,7,6.654092179906309,4,16.384099924072192,1,0,0,1
73,window_11650.csv,exact_data/anomaly/window_11650.csv,4,,,,,7,5.3325885638397965,3,11.652808801959686,1,0,0,1
74,window_11675.csv,exact_data/anomaly/window_11675.csv,4,,,,,8,5.7037390649124395,6,13.977041660063987,1,0,0,1
75,window_11700.csv,exact_data/anomaly/window_11700.csv,4,,,,,7,5.597629700992833,2,12.96047092326907,1,0,0,1
76,window_11725.csv,exact_data/anomaly/window_11725.csv,4,,,,,7,6.5945617864924,3,13.85436679895263,1,0,0,1
77,window_1175.csv,exact_data/anomaly/window_1175.csv,4,,,,,1,8.287648311138454,3,10.491818316652902,1,0,0,1
78,window_11750.csv,exact_data/anomaly/window_11750.csv,4,,,,,7,6.7158329783911626,5,15.70121020855078,1,0,0,1
79,window_11775.csv,exact_data/anomaly/window_11775.csv,4,,,,,7,6.690632010843715,4,15.43872218036663,1,0,0,1
80,window_11800.csv,exact_data/anomaly/window_11800.csv,4,,,,,7,7.328088733372468,6,15.612196418645112,1,0,0,1
81,window_11825.csv,exact_data/anomaly/window_11825.csv,4,,,,,7,7.032913061500946,6,16.870961504522846,1,0,0,1
82,window_11850.csv,exact_data/anomaly/window_11850.csv,4,,,,,7,6.574878198158071,4,13.644056477124856,1,0,0,1
83,window_11875.csv,exact_data/anomaly/window_11875.csv,4,,,,,7,6.551879884714185,4,13.421623816211955,1,0,0,1
84,window_11900.csv,exact_data/anomaly/window_11900.csv,4,,,,,7,8.06813598654657,7,17.641415461086726,1,0,0,1
85,window_11925.csv,exact_data/anomaly/window_11925.csv,4,,,,,8,7.060298254247964,6,15.27062849045434,1,0,0,1
86,window_11950.csv,exact_data/anomaly/window_11950.csv,4,,,,,8,6.561915307957104,4,13.059233595194469,1,0,0,1
87,window_11975.csv,exact_data/anomaly/window_11975.csv,4,,,,,8,11.010220027608664,8,25.437160129833888,1,0,0,1
88,window_1200.csv,exact_data/anomaly/window_1200.csv,4,,,,,1,7.278236782306336,3,9.742378284799344,0,0,0,0
89,window_12000.csv,exact_data/anomaly/window_12000.csv,4,,,,,7,8.095374348511577,7,16.395986844663366,1,0,0,1
90,window_12025.csv,exact_data/anomaly/window_12025.csv,4,,,,,7,6.125519492830416,5,13.868079146288148,1,0,0,1
91,window_12050.csv,exact_data/anomaly/window_12050.csv,4,,,,,7,5.872730355669374,5,12.678678894667268,1,0,0,1
92,window_12075.csv,exact_data/anomaly/window_12075.csv,4,,,,,7,5.287302924001375,3,11.629726994194408,1,0,0,1
93,window_12100.csv,exact_data/anomaly/window_12100.csv,4,,,,,7,3.764038361949277,2,8.193258930177544,0,0,0,0
94,window_12125.csv,exact_data/anomaly/window_12125.csv,4,,,,,10,4.897917629547434,7,19.67744788107553,1,0,0,1
95,window_12150.csv,exact_data/anomaly/window_12150.csv,4,,,,,10,7.00775838619143,12,27.61890224131456,1,0,0,1
96,window_12175.csv,exact_data/anomaly/window_12175.csv,4,,,,,1,8.09985856862727,5,11.717539193951684,1,0,0,1
97,window_12200.csv,exact_data/anomaly/window_12200.csv,4,,,,,1,5.700717512275802,3,9.00413649883203,0,0,0,0
98,window_12225.csv,exact_data/anomaly/window_12225.csv,4,,,,,1,4.458148122111727,3,9.491268101765796,0,0,0,0
99,window_1225.csv,exact_data/anomaly/window_1225.csv,4,,,,,1,8.075127435529145,7,13.777339759550044,1,0,0,1
100,window_12250.csv,exact_data/anomaly/window_12250.csv,4,,,,,1,5.717679690897214,3,11.637753596651317,1,0,0,1
101,window_12275.csv,exact_data/anomaly/window_12275.csv,4,,,,,1,7.837897982004683,4,13.08205597592033,1,0,0,1
102,window_12300.csv,exact_data/anomaly/window_12300.csv,4,,,,,2,7.725853976921092,12,28.165312795934103,1,0,0,1
103,window_12325.csv,exact_data/anomaly/window_12325.csv,4,,,,,2,8.437035029265518,8,28.968158136317076,1,0,0,1
104,window_12350.csv,exact_data/anomaly/window_12350.csv,4,,,,,2,8.619073939193852,13,31.435226270795308,1,0,0,1
105,window_12375.csv,exact_data/anomaly/window_12375.csv,4,,,,,2,8.721732829261663,11,29.03500559661592,1,0,0,1
106,window_12400.csv,exact_data/anomaly/window_12400.csv,4,,,,,2,7.480100825980658,8,21.78162834188118,1,0,0,1
107,window_12425.csv,exact_data/anomaly/window_12425.csv,4,,,,,2,9.350215259283706,12,40.29756106360489,1,0,0,1
108,window_12450.csv,exact_data/anomaly/window_12450.csv,4,,,,,2,10.112447386078935,14,50.81635293632405,1,0,0,1
109,window_12475.csv,exact_data/anomaly/window_12475.csv,4,,,,,7,10.700202086790467,9,19.817301338743334,1,0,0,1
110,window_12500.csv,exact_data/anomaly/window_12500.csv,4,,,,,7,10.607075940980796,11,18.762574140655783,1,0,0,1
111,window_12525.csv,exact_data/anomaly/window_12525.csv,4,,,,,7,8.222154161072533,7,18.453948002748465,1,0,0,1
112,window_12550.csv,exact_data/anomaly/window_12550.csv,4,,,,,7,7.489176717520021,6,15.23330454835508,1,0,0,1
113,window_12575.csv,exact_data/anomaly/window_12575.csv,4,,,,,7,7.748698957196571,6,15.198090669216572,1,0,0,1
114,window_12600.csv,exact_data/anomaly/window_12600.csv,4,,,,,7,5.500236404490621,3,11.971283779701992,1,0,0,1
115,window_12625.csv,exact_data/anomaly/window_12625.csv,4,,,,,7,6.2547136743451155,4,13.798336644013574,1,0,0,1
116,window_12650.csv,exact_data/anomaly/window_12650.csv,4,,,,,7,8.035668867872635,7,16.678322080385,1,0,0,1
117,window_12675.csv,exact_data/anomaly/window_12675.csv,4,,,,,8,7.965289561083529,9,18.52069940637367,1,0,0,1
118,window_12700.csv,exact_data/anomaly/window_12700.csv,4,,,,,8,6.471863593864504,5,12.989992405517908,1,0,0,1
119,window_12725.csv,exact_data/anomaly/window_12725.csv,4,,,,,7,4.8880333856334985,3,10.446381772434163,1,0,0,1
120,window_12750.csv,exact_data/anomaly/window_12750.csv,4,,,,,7,4.336936918136269,1,9.56139684693341,0,0,0,0
121,window_12775.csv,exact_data/anomaly/window_12775.csv,4,,,,,7,5.215367345602766,4,9.620608572910996,0,0,0,0
122,window_12800.csv,exact_data/anomaly/window_12800.csv,4,,,,,8,6.82044902200466,9,16.863192408607983,1,0,0,1
123,window_12825.csv,exact_data/anomaly/window_12825.csv,4,,,,,7,5.27528063820037,5,11.561441095524536,1,0,0,1
124,window_12850.csv,exact_data/anomaly/window_12850.csv,4,,,,,8,6.824214763469963,10,17.01356702092379,1,0,0,1
125,window_12875.csv,exact_data/anomaly/window_12875.csv,4,,,,,8,7.067757359645663,8,17.078571592702726,1,0,0,1
126,window_12900.csv,exact_data/anomaly/window_12900.csv,4,,,,,8,6.16690282172506,8,15.880285100914822,1,0,0,1
127,window_12925.csv,exact_data/anomaly/window_12925.csv,4,,,,,8,5.7847947609410975,6,15.464236458781537,1,0,0,1
128,window_12950.csv,exact_data/anomaly/window_12950.csv,4,,,,,8,4.902847249980708,3,10.809497770151264,1,0,0,1
129,window_12975.csv,exact_data/anomaly/window_12975.csv,4,,,,,8,5.607274649902881,6,15.734087936355582,1,0,0,1
130,window_1300.csv,exact_data/anomaly/window_1300.csv,4,,,,,1,8.7216649319414,4,11.288441804501144,1,0,0,1
131,window_13000.csv,exact_data/anomaly/window_13000.csv,4,,,,,8,5.7382370313183415,5,15.091810972768412,1,0,0,1
132,window_13025.csv,exact_data/anomaly/window_13025.csv,4,,,,,8,5.921937693365326,5,14.258604952604395,1,0,0,1
133,window_13050.csv,exact_data/anomaly/window_13050.csv,4,,,,,8,5.15651773501015,4,12.7877180220415,1,0,0,1
134,window_13075.csv,exact_data/anomaly/window_13075.csv,4,,,,,8,8.286398314309347,8,21.125440682518615,1,0,0,1
135,window_13100.csv,exact_data/anomaly/window_13100.csv,4,,,,,8,11.598438604853907,6,22.684268337172316,1,0,0,1
136,window_13125.csv,exact_data/anomaly/window_13125.csv,4,,,,,11,12.15264274833824,11,38.57813115207375,1,0,0,1
137,window_13150.csv,exact_data/anomaly/window_13150.csv,4,,,,,7,11.471085820878889,9,19.440227349720622,1,0,0,1
138,window_13175.csv,exact_data/anomaly/window_13175.csv,4,,,,,7,11.30697149046556,4,14.346555675608656,1,0,0,1
139,window_13200.csv,exact_data/anomaly/window_13200.csv,4,,,,,7,10.15365111092137,5,15.56139918553897,1,0,0,1
140,window_13225.csv,exact_data/anomaly/window_13225.csv,4,,,,,7,8.929142444606418,6,16.000714562803264,1,0,0,1
141,window_1325.csv,exact_data/anomaly/window_1325.csv,4,,,,,1,9.192179357315412,2,11.286503124213557,1,0,0,1
142,window_13250.csv,exact_data/anomaly/window_13250.csv,4,,,,,11,10.790124197878589,12,32.28749378914882,1,0,0,1
143,window_13275.csv,exact_data/anomaly/window_13275.csv,4,,,,,11,9.094131202163794,9,26.999403660533915,1,0,0,1
144,window_13300.csv,exact_data/anomaly/window_13300.csv,4,,,,,11,6.471649723817293,9,22.528614253972865,1,0,0,1
145,window_13325.csv,exact_data/anomaly/window_13325.csv,4,,,,,11,5.453141475706474,8,19.748871999253872,1,0,0,1
146,window_13350.csv,exact_data/anomaly/window_13350.csv,4,,,,,11,6.313152572120605,10,21.482690948681924,1,0,0,1
147,window_13375.csv,exact_data/anomaly/window_13375.csv,4,,,,,11,9.995273448982823,11,36.13992194618724,1,0,0,1
148,window_13400.csv,exact_data/anomaly/window_13400.csv,4,,,,,11,6.798597355100757,8,25.403632229710883,1,0,0,1
149,window_13425.csv,exact_data/anomaly/window_13425.csv,4,,,,,11,8.337381832871797,11,27.382322746056428,1,0,0,1
150,window_13450.csv,exact_data/anomaly/window_13450.csv,4,,,,,11,6.401161343648026,9,20.38808151417741,1,0,0,1
151,window_13475.csv,exact_data/anomaly/window_13475.csv,4,,,,,11,10.603949555018138,14,36.99143659118766,1,0,0,1
152,window_1350.csv,exact_data/anomaly/window_1350.csv,4,,,,,1,9.315765429699754,5,10.028169322158968,1,0,0,1
153,window_13500.csv,exact_data/anomaly/window_13500.csv,4,,,,,0,6.3240858433981435,1,8.775561863251825,0,0,0,0
154,window_13525.csv,exact_data/anomaly/window_13525.csv,4,,,,,0,5.952787192819117,0,6.309473283024998,0,0,0,0
155,window_13550.csv,exact_data/anomaly/window_13550.csv,4,,,,,0,4.055789518294648,0,4.475419436365489,0,0,0,0
156,window_13575.csv,exact_data/anomaly/window_13575.csv,4,,,,,0,6.599377919739455,0,6.818329219054573,0,0,0,0
157,window_13600.csv,exact_data/anomaly/window_13600.csv,4,,,,,0,6.8903485577083785,0,7.668460721132854,0,0,0,0
158,window_13625.csv,exact_data/anomaly/window_13625.csv,4,,,,,0,2.9675482905824566,1,7.339977496808669,0,0,0,0
159,window_13650.csv,exact_data/anomaly/window_13650.csv,4,,,,,0,2.2986524241767285,2,7.0209718756512745,0,0,0,0
160,window_13675.csv,exact_data/anomaly/window_13675.csv,4,,,,,0,4.156634368436059,2,8.252481764977839,0,0,0,0
161,window_13700.csv,exact_data/anomaly/window_13700.csv,4,,,,,0,5.663344380981905,0,6.561906855552344,0,0,0,0
162,window_13725.csv,exact_data/anomaly/window_13725.csv,4,,,,,0,5.094742903756239,2,7.843508243876631,0,0,0,0
163,window_1375.csv,exact_data/anomaly/window_1375.csv,4,,,,,2,9.081328117486608,9,34.303444917108045,1,0,0,1
164,window_13750.csv,exact_data/anomaly/window_13750.csv,4,,,,,0,6.596291228479619,0,5.95055728917575,0,0,0,0
165,window_13775.csv,exact_data/anomaly/window_13775.csv,4,,,,,0,7.226830420605207,1,7.0542588304524,0,0,0,0
166,window_13800.csv,exact_data/anomaly/window_13800.csv,4,,,,,0,5.172622176274115,0,5.845430712989104,0,0,0,0
167,window_13825.csv,exact_data/anomaly/window_13825.csv,-1,,,,,0,5.774647585710303,1,7.205809388202287,0,0,0,0
168,window_13850.csv,exact_data/anomaly/window_13850.csv,-1,,,,,0,6.584948053409298,0,8.113536508161527,0,0,0,0
169,window_13875.csv,exact_data/anomaly/window_13875.csv,-1,,,,,0,7.952750930511184,1,6.423100173388265,0,0,0,0
170,window_13900.csv,exact_data/anomaly/window_13900.csv,-1,,,,,0,26.616567928678705,8,14.632596956674538,1,0,1,1
171,window_13925.csv,exact_data/anomaly/window_13925.csv,-1,,,,,0,36.54526897498679,5,14.586984186851222,1,0,1,1
172,window_13950.csv,exact_data/anomaly/window_13950.csv,-1,,,,,0,31.588757593333987,4,12.541948629840364,1,0,1,1
173,window_13975.csv,exact_data/anomaly/window_13975.csv,-1,,,,,0,27.001885884161776,3,10.141311605315073,1,0,1,1
174,window_1400.csv,exact_data/anomaly/window_1400.csv,-1,,,,,2,8.67910973591824,12,38.242715617376376,1,0,1,1
175,window_14000.csv,exact_data/anomaly/window_14000.csv,-1,,,,,0,23.042853410479395,3,8.93502022776699,0,0,0,0
176,window_14025.csv,exact_data/anomaly/window_14025.csv,-1,,,,,0,19.44759132228994,3,8.51306837983111,0,0,0,0
177,window_14050.csv,exact_data/anomaly/window_14050.csv,-1,,,,,0,16.22758991774633,3,7.266624042923665,0,0,0,0
178,window_14075.csv,exact_data/anomaly/window_14075.csv,-1,,,,,0,13.375483546216554,0,6.304171004063457,0,0,0,0
179,window_14100.csv,exact_data/anomaly/window_14100.csv,5,,,,,0,10.865176403769803,0,6.557604462124979,0,0,0,0
180,window_14125.csv,exact_data/anomaly/window_14125.csv,5,,,,,0,8.660399699882435,0,4.696288255375129,0,0,0,0
181,window_14150.csv,exact_data/anomaly/window_14150.csv,5,,,,,0,6.897522246107241,0,5.041738586229463,0,0,0,0
182,window_14175.csv,exact_data/anomaly/window_14175.csv,5,,,,,0,6.305582216956126,1,6.846814451334168,0,0,0,0
183,window_14200.csv,exact_data/anomaly/window_14200.csv,5,,,,,0,3.338310478860377,0,3.396579035488805,0,0,0,0
184,window_14225.csv,exact_data/anomaly/window_14225.csv,5,,,,,0,4.234869390779957,1,6.391970372990327,0,0,0,0
185,window_1425.csv,exact_data/anomaly/window_1425.csv,-1,,,,,2,7.9576554942907025,9,39.78922636566824,1,0,1,1
186,window_14250.csv,exact_data/anomaly/window_14250.csv,5,,,,,0,2.094680813437961,0,4.53668193783839,0,0,0,0
187,window_14275.csv,exact_data/anomaly/window_14275.csv,5,,,,,0,3.055847288267752,3,8.43810939200827,0,0,0,0
188,window_14300.csv,exact_data/anomaly/window_14300.csv,5,,,,,0,3.5923044456753286,3,10.361031518529616,1,0,0,1
189,window_14325.csv,exact_data/anomaly/window_14325.csv,5,,,,,0,3.296563779542894,3,10.3587090956789,1,0,0,1
190,window_14350.csv,exact_data/anomaly/window_14350.csv,5,,,,,0,1.4485657183780494,0,3.720584825691291,0,0,0,0
191,window_14375.csv,exact_data/anomaly/window_14375.csv,5,,,,,0,1.4439609615981694,0,2.274639564619753,0,0,0,0
192,window_14400.csv,exact_data/anomaly/window_14400.csv,5,,,,,0,9.188388487699436,6,15.547036635425862,1,0,0,1
193,window_14425.csv,exact_data/anomaly/window_14425.csv,5,,,,,0,8.42656721483997,4,12.615074444015631,1,0,0,1
194,window_14450.csv,exact_data/anomaly/window_14450.csv,5,,,,,0,2.8653722636260404,0,5.824530337695666,0,0,0,0
195,window_14475.csv,exact_data/anomaly/window_14475.csv,5,,,,,0,2.5994702455667404,1,4.583427049747351,0,0,0,0
196,window_1450.csv,exact_data/anomaly/window_1450.csv,5,,,,,2,6.122415437834394,8,32.24693984657342,1,0,0,1
197,window_14500.csv,exact_data/anomaly/window_14500.csv,5,,,,,0,2.270275372291626,0,2.3976817914616446,0,0,0,0
198,window_14525.csv,exact_data/anomaly/window_14525.csv,5,,,,,0,5.2240716560920255,3,7.7792277095519164,0,0,0,0
199,window_14550.csv,exact_data/anomaly/window_14550.csv,5,,,,,1,13.794340157154974,6,14.844456591719446,1,0,0,1
200,window_14575.csv,exact_data/anomaly/window_14575.csv,5,,,,,1,10.33803412882724,5,11.51579665359197,1,0,0,1
201,window_14600.csv,exact_data/anomaly/window_14600.csv,5,,,,,1,6.584990785030692,0,7.333443729746049,0,0,0,0
202,window_14625.csv,exact_data/anomaly/window_14625.csv,5,,,,,1,5.679396538934804,2,8.834771812721797,0,0,0,0
203,window_14650.csv,exact_data/anomaly/window_14650.csv,5,,,,,12,5.426355785077399,7,26.08998829725668,1,0,0,1
204,window_14675.csv,exact_data/anomaly/window_14675.csv,5,,,,,13,3.33546842839614,2,10.23350393733834,1,0,0,1
205,window_14700.csv,exact_data/anomaly/window_14700.csv,5,,,,,13,6.123930470646959,5,18.846885122896197,1,0,0,1
206,window_14725.csv,exact_data/anomaly/window_14725.csv,5,,,,,13,8.181917081305965,4,30.130574088684316,1,0,0,1
207,window_1475.csv,exact_data/anomaly/window_1475.csv,5,,,,,2,4.9644508771687486,7,26.57308299923381,1,0,0,1
208,window_14750.csv,exact_data/anomaly/window_14750.csv,5,,,,,14,6.29959225266655,7,18.035305851028472,1,0,0,1
209,window_14775.csv,exact_data/anomaly/window_14775.csv,5,,,,,14,5.10929278908261,7,15.420269324643764,1,0,0,1
210,window_14800.csv,exact_data/anomaly/window_14800.csv,5,,,,,0,9.36680282757072,8,25.183127058293195,1,0,0,1
211,window_14825.csv,exact_data/anomaly/window_14825.csv,5,,,,,1,14.49466434557161,4,12.629334418238066,1,0,0,1
212,window_14850.csv,exact_data/anomaly/window_14850.csv,5,,,,,1,12.15024055979854,5,11.885829722496608,1,0,0,1
213,window_14875.csv,exact_data/anomaly/window_14875.csv,5,,,,,1,8.4207183128649,3,9.36722948675458,0,0,0,0
214,window_14900.csv,exact_data/anomaly/window_14900.csv,5,,,,,1,8.147449666656556,5,15.560837406223214,1,0,0,1
215,window_14925.csv,exact_data/anomaly/window_14925.csv,5,,,,,13,3.644117207838656,3,10.060236920841517,1,0,0,1
216,window_14950.csv,exact_data/anomaly/window_14950.csv,5,,,,,13,3.0806008653749477,1,9.21637507188724,0,0,0,0
217,window_14975.csv,exact_data/anomaly/window_14975.csv,5,,,,,13,8.157783261015538,8,31.513611404697436,1,0,0,1
218,window_1500.csv,exact_data/anomaly/window_1500.csv,5,,,,,2,5.857554302807041,8,30.541207251870425,1,0,0,1
219,window_15000.csv,exact_data/anomaly/window_15000.csv,5,,,,,14,8.198851915059558,6,24.237684295535367,1,0,0,1
220,window_15025.csv,exact_data/anomaly/window_15025.csv,5,,,,,14,5.462068883208223,6,16.69647676638841,1,0,0,1
