file,label,value__mean,value__std,value__min,value__max
window_32.csv,0,22.729174858996668,4.193331622728937,18.1426422698,33.7737721281
window_33.csv,0,20.029477193443334,1.0732219642078404,18.1426422698,21.8708890693
window_34.csv,0,20.165559727276662,1.123193216803922,18.031981555,21.975653614099997
window_35.csv,0,20.136341567773332,1.1468213106496203,18.2631068136,21.9272320909
window_36.csv,0,19.876373629689997,1.2731255358652804,18.090246603,21.983545103
window_37.csv,0,19.72559774091667,1.073207974589636,18.2596267849,21.9299593272
window_38.csv,0,33.175774679153335,22.148490317468514,18.0765054025,73.869861934
window_39.csv,0,75.65882514364999,6.402097338021768,61.3081768654,86.53718888459998
window_40.csv,0,81.71312835955997,3.982250927576589,72.7648968912,87.15289797959998
window_41.csv,0,81.17879893634002,4.153112163712444,73.4145870642,87.89151735200001
window_42.csv,0,80.12418453355332,4.478281583292128,72.4434661045,87.8387905726
window_43.csv,0,35.474354476426676,20.492888050444087,19.9453846127,82.437075569
window_44.csv,0,20.67647415884,1.314754228161176,18.1519366361,23.5490463521
window_45.csv,0,20.046072463836662,1.302097034680175,18.1519366361,22.0004994407
window_46.csv,0,20.148698036943333,1.0927377978114838,18.0748988552,21.9615367108
window_47.csv,0,20.068592644159995,1.2105007691294793,18.0619996668,21.8894619391
window_48.csv,0,19.956961618330002,0.9074630005083985,18.5770052565,21.7233481262
window_49.csv,0,19.711292053183335,1.008149229950943,18.0923584907,21.9471023895
window_50.csv,0,53.884832002306666,24.388052964118646,18.0810808227,83.7806630441
window_51.csv,0,78.64349593735334,4.675261472658689,71.5760663673,87.0183713256
window_52.csv,0,78.47665603509668,4.174509082183112,72.155794367,85.76860114729999
window_53.csv,0,80.50393606256334,4.9856191863643415,72.1498596439,87.94481385790002
window_54.csv,0,59.92065237398666,23.031091195068033,30.0113446389,87.3198313951
window_55.csv,0,23.094852535740003,4.45759610097359,18.5080032659,33.7972788448
window_56.csv,0,20.274610556236667,1.1875323401064715,18.2131151136,22.2036235139
window_57.csv,0,20.083626795383335,1.0534338168710877,18.0363767212,21.878820586
window_58.csv,0,19.76358983273333,1.0384702062226727,18.0363767212,21.4057401514
window_59.csv,0,20.38003175898,1.0599697588374692,18.0733046742,21.9630486222
window_60.csv,0,20.558076801280002,0.9512932224981199,18.2482042105,21.9630486222
window_61.csv,0,31.90694038254667,21.224824192143572,18.123011762,74.7715667763
window_62.csv,0,76.52564040929002,5.657823777596867,63.9563379258,87.012462005
window_63.csv,0,77.06220196375999,4.004153627996275,72.1722439573,87.10880039979997
window_64.csv,0,80.89425135650664,4.495738672678122,72.7268373105,87.91497965639999
window_65.csv,0,80.66686422593668,4.142942386263363,72.2099262804,86.3539216611
window_66.csv,0,38.27084128874667,23.31038836722567,20.3301592346,87.7375395708
window_67.csv,0,20.71313322061333,1.3547400151329256,18.2644899487,24.25437012130001
window_68.csv,0,19.805824008686667,1.0542210492979052,18.2261091982,21.4310438095
window_69.csv,0,19.444519676596666,1.0283288830075743,18.0826474064,21.757734491599997
window_70.csv,0,20.033282377800003,1.2239499674326428,18.1716490906,21.8970889621
window_71.csv,0,20.155090762683333,1.1661110699200778,18.1871086008,21.8970889621
window_72.csv,0,20.025156192569998,1.096054372689706,18.2226645842,21.9957718479
window_73.csv,0,52.038590882253324,24.343677252246312,18.8323488594,79.6213063682
window_74.csv,0,79.50203497810666,4.772809897924432,71.47252218130002,87.2976801009
window_75.csv,0,81.0285755076033,5.196278761479208,72.1239516177,87.7565095974
window_76.csv,0,81.21058297382666,4.804827575852813,72.0197567437,87.7372125483
window_77.csv,0,61.790184069830005,23.181473049386902,29.6201862141,87.62248175290001
window_78.csv,0,23.762355176973333,4.4780789244076535,19.1893395006,33.9866170441
window_79.csv,0,20.241865366183333,1.0773912848959235,18.3705561119,22.0636526884
window_80.csv,0,19.995605244533337,1.0919146954180021,18.1773290032,21.8261133863
window_81.csv,0,20.27928468652334,1.1248141454214897,18.200675374,21.9766951667
window_82.csv,0,19.8692337763,1.0642743011546925,18.4549720777,21.5248509299
window_83.csv,0,20.021345984283332,1.111811137644488,18.0462251241,21.7234923717
window_84.csv,0,30.32310159085,20.20486214024452,18.4424070059,72.7681674569
window_85.csv,0,75.90616472842332,6.0358957081387965,64.5506510213,86.85372248700001
window_86.csv,0,80.81529423251001,4.813427907712711,73.4471962134,87.75483166309998
window_87.csv,0,80.82152725336665,4.077416511188297,72.7182534568,87.4773360121
window_88.csv,0,80.97805682067666,5.164354939998948,72.1631284431,87.70830525219999
window_89.csv,0,39.36120336233333,22.941659472927725,20.2388581959,86.66257341120001
window_90.csv,0,21.080166060316667,1.3243876014407696,18.4872090482,24.1210832269
window_91.csv,0,20.368098625146665,1.2562925768753308,18.2280254594,22.0617987629
window_92.csv,0,20.148640639753335,1.2617101524639698,18.1606712558,21.8429882487
window_93.csv,0,20.164424944516668,1.2787681162704452,18.1606712558,21.9290376315
window_94.csv,0,19.742192633883338,1.2657660037133387,18.020268458,21.9629297455
window_95.csv,0,20.084546816156664,0.9537757898546297,18.0559231674,21.9994857531
window_96.csv,0,50.848965160213325,25.405568568867526,18.2720011346,83.8713481166
window_97.csv,0,79.45498448563667,4.81608502062079,70.3649118795,87.0083570732
window_98.csv,0,79.02423169609334,4.2689333861263625,71.9925038138,86.0780577224
window_99.csv,0,78.29370420660001,4.63457882495045,72.1934297355,86.36822316799999
window_100.csv,0,62.86768506791668,22.01767606643174,28.9628162064,86.9512575989
window_101.csv,0,23.824753063056665,4.769545413118345,18.6307620741,34.7222647388
window_102.csv,0,20.027449709490003,1.2430790843746287,18.1643337829,22.1113122196
window_103.csv,0,19.87194180152333,1.0676612415870939,18.1156472931,21.9262069517
window_104.csv,0,20.04959055686,1.1526653274906984,18.1309373624,21.9331224103
window_105.csv,0,19.960071239140003,1.2194710680606051,18.2038882753,21.8831925971
window_106.csv,0,20.18281407513333,1.1603046806499784,18.0863596446,21.9947770121
window_107.csv,0,28.02443590617333,17.690185410788164,18.0888825581,71.3444703568
window_108.csv,0,74.35056834731,6.519470679451644,62.961930833500006,86.3384296449
window_109.csv,0,80.32860402359667,5.364039333595985,71.8484099277,87.93068198459999
window_110.csv,0,81.15721926152334,4.760473221878085,72.4984421169,87.93068198459999
window_111.csv,1,81.85137606607334,4.240606596967013,74.4180011147,87.95422216370001
window_112.csv,1,41.93230716824667,23.96207970667661,22.329485499,87.77062266450001
window_113.csv,1,20.92895065376333,1.6263868323929864,18.3201286053,23.9498966433
window_114.csv,1,20.30582116957,1.0551776533074222,18.0543748995,21.9372498417
window_115.csv,1,20.055066749396662,0.8938292536329501,18.2138628965,21.9836265615
window_116.csv,1,19.927134847263336,1.084903122448801,18.0324752281,21.7533191143
window_117.csv,1,19.70422164549,1.0173370661010388,18.0976572593,21.7125808836
window_118.csv,1,19.87727510318,1.2335725918408902,18.1794333447,21.986403648200003
window_119.csv,1,83.73815766538334,56.2262104705648,18.7151051502,159.259712824
window_120.csv,1,149.04435500493335,8.163113424742463,130.600116725,162.558258037
window_121.csv,1,149.52919976393335,8.92843202537606,135.284640106,164.736030621
window_122.csv,1,150.48601788856664,8.383751712732636,137.23704923399998,164.336915344
window_123.csv,1,119.48366556788999,49.628036097054405,41.5910175894,164.947480513
window_124.csv,1,28.94521186024667,9.996237063755474,19.3575191084,48.7323180379
window_125.csv,1,20.291751733013335,1.1007450946402795,18.0509174691,22.6916877663
window_126.csv,1,19.924008121683332,1.1427333192474076,18.0509174691,21.8142272269
window_127.csv,1,19.626696324443333,0.9864486746021094,18.013535946300003,21.911388349299997
window_128.csv,0,19.72233094442,0.9549676861059625,18.013535946300003,21.6649952131
window_129.csv,0,20.30873886797333,1.037074518671425,18.2099107233,21.9339728232
window_130.csv,0,26.254640637829997,16.090348828303636,18.0705393162,73.3494641581
window_131.csv,0,72.12559516130001,11.76504239931885,19.7062760188,87.4043798032
window_132.csv,0,81.15868230953333,4.306637088187903,74.53534294800001,87.830498189
window_133.csv,0,80.32137543495335,5.27608773439898,72.1253797616,87.9122051261
window_134.csv,0,80.50693649607001,4.526922001581769,73.0074828677,87.9122051261
window_135.csv,0,43.07388693046666,24.343948349230395,20.5437126378,87.7194678483
window_136.csv,0,20.907492206043337,1.4694618703339615,18.4560239438,24.0641039294
window_137.csv,0,20.140610912796667,1.1190261371892332,18.3487953846,22.0175719073
window_138.csv,0,20.14695242016,1.1530652251471367,18.0806455285,21.7952033187
window_139.csv,0,19.915818100636663,1.167855710793682,18.1314509032,21.8448316049
window_140.csv,0,19.62622741955,1.1517453753976432,18.0885566518,21.8887318727
window_141.csv,0,20.12161938624,1.168251900341711,18.1741863114,21.863297697800004
window_142.csv,0,46.58326531566667,24.922949235299036,18.6119831467,80.811101994
window_143.csv,0,79.2350836433,4.889691003509865,64.0409180657,86.4057328942
window_144.csv,0,79.45414306762665,4.463896227989505,72.7800785738,87.3041349732
window_145.csv,0,79.57012918596,4.179772574908912,72.89351250760001,87.1316474587
window_146.csv,0,67.12193406066334,22.18634663219886,29.0588470807,87.820183076
window_147.csv,0,24.38927902813667,4.828038019868765,18.6259388423,33.3349907685
window_148.csv,0,20.252756204753332,1.2073608464169965,18.0745648911,22.0667185852
window_149.csv,0,20.217523945750006,1.145154939440973,18.2589510643,21.7928282473
window_150.csv,0,20.112739241143334,1.170217055085453,18.1091506026,21.9893781971
window_151.csv,0,20.04894574629667,1.140719576378478,18.0144169596,21.7965286117
window_152.csv,0,20.11738477695,1.181237268203061,18.0144169596,21.9396169965
window_153.csv,0,25.08912759056,15.007618058527438,18.1349204298,74.6598230019
window_154.csv,0,70.23646359967333,15.048569870864567,19.2155502719,86.1999309173
window_155.csv,0,79.96277746162998,4.371375860674492,71.9307330356,87.00583068440002
window_156.csv,0,80.24054895791667,4.565825174481999,72.11526322729999,87.1496839352
window_157.csv,0,79.15708395302667,4.607465870186815,72.849694111,87.6746564197
window_158.csv,0,44.724760402913326,24.049626400462056,21.188806995,87.6746564197
window_159.csv,0,20.837356128359996,1.5702045109805656,18.5355933888,24.5184621902
window_160.csv,0,20.257103482356666,1.188832815380219,18.0746492248,22.083213722199996
