file,label,start_timestamp,end_timestamp
window_47.csv,0,2014-04-05 01:55:00,2014-04-05 04:20:00
window_48.csv,0,2014-04-05 04:00:00,2014-04-05 06:25:00
window_49.csv,0,2014-04-05 06:05:00,2014-04-05 08:30:00
window_50.csv,0,2014-04-05 08:10:00,2014-04-05 10:35:00
window_51.csv,0,2014-04-05 10:15:00,2014-04-05 12:40:00
window_52.csv,0,2014-04-05 12:20:00,2014-04-05 14:45:00
window_53.csv,0,2014-04-05 14:25:00,2014-04-05 16:50:00
window_54.csv,0,2014-04-05 16:30:00,2014-04-05 18:55:00
window_55.csv,0,2014-04-05 18:35:00,2014-04-05 21:00:00
window_56.csv,0,2014-04-05 20:40:00,2014-04-05 23:05:00
window_57.csv,0,2014-04-05 22:45:00,2014-04-06 01:10:00
window_58.csv,0,2014-04-06 00:50:00,2014-04-06 03:15:00
window_59.csv,0,2014-04-06 02:55:00,2014-04-06 05:20:00
window_60.csv,0,2014-04-06 05:00:00,2014-04-06 07:25:00
window_61.csv,0,2014-04-06 07:05:00,2014-04-06 09:30:00
window_62.csv,0,2014-04-06 09:10:00,2014-04-06 11:35:00
window_63.csv,0,2014-04-06 11:15:00,2014-04-06 13:40:00
window_64.csv,0,2014-04-06 13:20:00,2014-04-06 15:45:00
window_65.csv,0,2014-04-06 15:25:00,2014-04-06 17:50:00
window_66.csv,0,2014-04-06 17:30:00,2014-04-06 19:55:00
window_67.csv,0,2014-04-06 19:35:00,2014-04-06 22:00:00
window_68.csv,0,2014-04-06 21:40:00,2014-04-07 00:05:00
window_69.csv,0,2014-04-06 23:45:00,2014-04-07 02:10:00
window_70.csv,0,2014-04-07 01:50:00,2014-04-07 04:15:00
window_71.csv,0,2014-04-07 03:55:00,2014-04-07 06:20:00
window_72.csv,0,2014-04-07 06:00:00,2014-04-07 08:25:00
window_73.csv,0,2014-04-07 08:05:00,2014-04-07 10:30:00
window_74.csv,0,2014-04-07 10:10:00,2014-04-07 12:35:00
window_75.csv,0,2014-04-07 12:15:00,2014-04-07 14:40:00
window_76.csv,0,2014-04-07 14:20:00,2014-04-07 16:45:00
window_77.csv,0,2014-04-07 16:25:00,2014-04-07 18:50:00
window_78.csv,0,2014-04-07 18:30:00,2014-04-07 20:55:00
window_79.csv,0,2014-04-07 20:35:00,2014-04-07 23:00:00
window_80.csv,0,2014-04-07 22:40:00,2014-04-08 01:05:00
window_81.csv,0,2014-04-08 00:45:00,2014-04-08 03:10:00
window_82.csv,0,2014-04-08 02:50:00,2014-04-08 05:15:00
window_83.csv,0,2014-04-08 04:55:00,2014-04-08 07:20:00
window_84.csv,0,2014-04-08 07:00:00,2014-04-08 09:25:00
window_85.csv,0,2014-04-08 09:05:00,2014-04-08 11:30:00
window_86.csv,0,2014-04-08 11:10:00,2014-04-08 13:35:00
window_87.csv,0,2014-04-08 13:15:00,2014-04-08 15:40:00
window_88.csv,0,2014-04-08 15:20:00,2014-04-08 17:45:00
window_89.csv,0,2014-04-08 17:25:00,2014-04-08 19:50:00
window_90.csv,0,2014-04-08 19:30:00,2014-04-08 21:55:00
window_91.csv,0,2014-04-08 21:35:00,2014-04-09 00:00:00
window_92.csv,0,2014-04-08 23:40:00,2014-04-09 02:05:00
window_93.csv,0,2014-04-09 01:45:00,2014-04-09 04:10:00
window_94.csv,0,2014-04-09 03:50:00,2014-04-09 06:15:00
window_95.csv,0,2014-04-09 05:55:00,2014-04-09 08:20:00
window_96.csv,0,2014-04-09 08:00:00,2014-04-09 10:25:00
window_97.csv,0,2014-04-09 10:05:00,2014-04-09 12:30:00
window_98.csv,0,2014-04-09 12:10:00,2014-04-09 14:35:00
window_99.csv,0,2014-04-09 14:15:00,2014-04-09 16:40:00
window_100.csv,0,2014-04-09 16:20:00,2014-04-09 18:45:00
window_101.csv,0,2014-04-09 18:25:00,2014-04-09 20:50:00
window_102.csv,0,2014-04-09 20:30:00,2014-04-09 22:55:00
window_103.csv,0,2014-04-09 22:35:00,2014-04-10 01:00:00
window_104.csv,0,2014-04-10 00:40:00,2014-04-10 03:05:00
window_105.csv,0,2014-04-10 02:45:00,2014-04-10 05:10:00
window_106.csv,0,2014-04-10 04:50:00,2014-04-10 07:15:00
window_107.csv,0,2014-04-10 06:55:00,2014-04-10 09:20:00
window_108.csv,0,2014-04-10 09:00:00,2014-04-10 11:25:00
window_109.csv,0,2014-04-10 11:05:00,2014-04-10 13:30:00
window_110.csv,0,2014-04-10 13:10:00,2014-04-10 15:35:00
window_111.csv,1,2014-04-10 15:15:00,2014-04-10 17:40:00
window_112.csv,1,2014-04-10 17:20:00,2014-04-10 19:45:00
window_113.csv,1,2014-04-10 19:25:00,2014-04-10 21:50:00
window_114.csv,1,2014-04-10 21:30:00,2014-04-10 23:55:00
window_115.csv,1,2014-04-10 23:35:00,2014-04-11 02:00:00
window_116.csv,1,2014-04-11 01:40:00,2014-04-11 04:05:00
window_117.csv,1,2014-04-11 03:45:00,2014-04-11 06:10:00
window_118.csv,1,2014-04-11 05:50:00,2014-04-11 08:15:00
window_119.csv,1,2014-04-11 07:55:00,2014-04-11 10:20:00
window_120.csv,1,2014-04-11 10:00:00,2014-04-11 12:25:00
window_121.csv,1,2014-04-11 12:05:00,2014-04-11 14:30:00
window_122.csv,1,2014-04-11 14:10:00,2014-04-11 16:35:00
window_123.csv,1,2014-04-11 16:15:00,2014-04-11 18:40:00
window_124.csv,1,2014-04-11 18:20:00,2014-04-11 20:45:00
window_125.csv,1,2014-04-11 20:25:00,2014-04-11 22:50:00
window_126.csv,1,2014-04-11 22:30:00,2014-04-12 00:55:00
window_127.csv,1,2014-04-12 00:35:00,2014-04-12 03:00:00
window_128.csv,0,2014-04-12 02:40:00,2014-04-12 05:05:00
window_129.csv,0,2014-04-12 04:45:00,2014-04-12 07:10:00
window_130.csv,0,2014-04-12 06:50:00,2014-04-12 09:15:00
window_131.csv,0,2014-04-12 08:55:00,2014-04-12 11:20:00
window_132.csv,0,2014-04-12 11:00:00,2014-04-12 13:25:00
window_133.csv,0,2014-04-12 13:05:00,2014-04-12 15:30:00
window_134.csv,0,2014-04-12 15:10:00,2014-04-12 17:35:00
window_135.csv,0,2014-04-12 17:15:00,2014-04-12 19:40:00
window_136.csv,0,2014-04-12 19:20:00,2014-04-12 21:45:00
window_137.csv,0,2014-04-12 21:25:00,2014-04-12 23:50:00
window_138.csv,0,2014-04-12 23:30:00,2014-04-13 01:55:00
window_139.csv,0,2014-04-13 01:35:00,2014-04-13 04:00:00
window_140.csv,0,2014-04-13 03:40:00,2014-04-13 06:05:00
window_141.csv,0,2014-04-13 05:45:00,2014-04-13 08:10:00
window_142.csv,0,2014-04-13 07:50:00,2014-04-13 10:15:00
window_143.csv,0,2014-04-13 09:55:00,2014-04-13 12:20:00
window_144.csv,0,2014-04-13 12:00:00,2014-04-13 14:25:00
window_145.csv,0,2014-04-13 14:05:00,2014-04-13 16:30:00
window_146.csv,0,2014-04-13 16:10:00,2014-04-13 18:35:00
window_147.csv,0,2014-04-13 18:15:00,2014-04-13 20:40:00
window_148.csv,0,2014-04-13 20:20:00,2014-04-13 22:45:00
window_149.csv,0,2014-04-13 22:25:00,2014-04-14 00:50:00
window_150.csv,0,2014-04-14 00:30:00,2014-04-14 02:55:00
window_151.csv,0,2014-04-14 02:35:00,2014-04-14 05:00:00
window_152.csv,0,2014-04-14 04:40:00,2014-04-14 07:05:00
window_153.csv,0,2014-04-14 06:45:00,2014-04-14 09:10:00
window_154.csv,0,2014-04-14 08:50:00,2014-04-14 11:15:00
window_155.csv,0,2014-04-14 10:55:00,2014-04-14 13:20:00
window_156.csv,0,2014-04-14 13:00:00,2014-04-14 15:25:00
window_157.csv,0,2014-04-14 15:05:00,2014-04-14 17:30:00
window_158.csv,0,2014-04-14 17:10:00,2014-04-14 19:35:00
window_159.csv,0,2014-04-14 19:15:00,2014-04-14 21:40:00
window_160.csv,0,2014-04-14 21:20:00,2014-04-14 23:45:00
