file,label,score
window_122.csv,1,3.1187764068645847
window_123.csv,1,2.9584350844805516
window_124.csv,1,-0.37170321239487913
window_125.csv,1,-0.027717211700434508
window_126.csv,1,-0.006617438258972541
window_127.csv,1,-0.004750882575704107
window_128.csv,0,-0.0004933142027359061
window_129.csv,0,-0.012767935064851521
window_130.csv,0,-0.046813561122966085
window_131.csv,0,0.0006818994765076525
window_132.csv,0,0.03377399718003904
window_133.csv,0,-0.039009533110771155
window_134.csv,0,-0.01297756995154975
window_135.csv,0,-0.009727284515225865
window_136.csv,0,-0.06320721268557383
window_137.csv,0,-0.013779125071684994
window_138.csv,0,-0.008507545165845176
window_139.csv,0,-0.007573461018565375
window_140.csv,0,-0.005359639347001899
window_141.csv,0,-0.010079881435598015
window_142.csv,0,-0.11882570273731297
window_143.csv,0,-0.2157413522530396
window_144.csv,0,-0.03343719062993289
window_145.csv,0,-0.028688719301873444
window_146.csv,0,-0.1924852117633482
window_147.csv,0,-0.24250492796708345
window_148.csv,0,-0.015334834138641007
window_149.csv,0,-0.009690580817169003
window_150.csv,0,-0.012377799629300412
window_151.csv,0,-0.007310357957624802
window_152.csv,0,-0.011106802754479173
window_153.csv,0,-0.00031304934868936485
window_154.csv,0,-0.02781141543521315
window_155.csv,0,-0.0484298399955736
window_156.csv,0,-0.040976060137386305
window_157.csv,0,-0.03401794911101641
window_158.csv,0,-0.04792640250982938
window_159.csv,0,-0.07172240947206632
window_160.csv,0,-0.015626301336170823
