window_idx,filename,path,dbscan_label
46,window_11025.csv,exact_data/anomaly/window_11025.csv,2
47,window_11050.csv,exact_data/anomaly/window_11050.csv,2
48,window_11075.csv,exact_data/anomaly/window_11075.csv,2
49,window_11100.csv,exact_data/anomaly/window_11100.csv,-1
50,window_11125.csv,exact_data/anomaly/window_11125.csv,-1
51,window_11150.csv,exact_data/anomaly/window_11150.csv,-1
52,window_11175.csv,exact_data/anomaly/window_11175.csv,-1
53,window_11200.csv,exact_data/anomaly/window_11200.csv,3
54,window_11225.csv,exact_data/anomaly/window_11225.csv,3
55,window_1125.csv,exact_data/anomaly/window_1125.csv,3
56,window_11250.csv,exact_data/anomaly/window_11250.csv,3
57,window_11275.csv,exact_data/anomaly/window_11275.csv,3
58,window_11300.csv,exact_data/anomaly/window_11300.csv,3
59,window_11325.csv,exact_data/anomaly/window_11325.csv,3
60,window_11350.csv,exact_data/anomaly/window_11350.csv,-1
61,window_11375.csv,exact_data/anomaly/window_11375.csv,-1
62,window_11400.csv,exact_data/anomaly/window_11400.csv,-1
63,window_11425.csv,exact_data/anomaly/window_11425.csv,-1
64,window_11450.csv,exact_data/anomaly/window_11450.csv,-1
65,window_11475.csv,exact_data/anomaly/window_11475.csv,4
66,window_1150.csv,exact_data/anomaly/window_1150.csv,4
67,window_11500.csv,exact_data/anomaly/window_11500.csv,4
68,window_11525.csv,exact_data/anomaly/window_11525.csv,4
69,window_11550.csv,exact_data/anomaly/window_11550.csv,4
70,window_11575.csv,exact_data/anomaly/window_11575.csv,4
71,window_11600.csv,exact_data/anomaly/window_11600.csv,4
72,window_11625.csv,exact_data/anomaly/window_11625.csv,4
73,window_11650.csv,exact_data/anomaly/window_11650.csv,4
74,window_11675.csv,exact_data/anomaly/window_11675.csv,4
75,window_11700.csv,exact_data/anomaly/window_11700.csv,4
76,window_11725.csv,exact_data/anomaly/window_11725.csv,4
77,window_1175.csv,exact_data/anomaly/window_1175.csv,4
78,window_11750.csv,exact_data/anomaly/window_11750.csv,4
79,window_11775.csv,exact_data/anomaly/window_11775.csv,4
80,window_11800.csv,exact_data/anomaly/window_11800.csv,4
81,window_11825.csv,exact_data/anomaly/window_11825.csv,4
82,window_11850.csv,exact_data/anomaly/window_11850.csv,4
83,window_11875.csv,exact_data/anomaly/window_11875.csv,4
84,window_11900.csv,exact_data/anomaly/window_11900.csv,4
85,window_11925.csv,exact_data/anomaly/window_11925.csv,4
86,window_11950.csv,exact_data/anomaly/window_11950.csv,4
87,window_11975.csv,exact_data/anomaly/window_11975.csv,4
88,window_1200.csv,exact_data/anomaly/window_1200.csv,4
89,window_12000.csv,exact_data/anomaly/window_12000.csv,4
90,window_12025.csv,exact_data/anomaly/window_12025.csv,4
91,window_12050.csv,exact_data/anomaly/window_12050.csv,4
92,window_12075.csv,exact_data/anomaly/window_12075.csv,4
93,window_12100.csv,exact_data/anomaly/window_12100.csv,4
94,window_12125.csv,exact_data/anomaly/window_12125.csv,4
95,window_12150.csv,exact_data/anomaly/window_12150.csv,4
96,window_12175.csv,exact_data/anomaly/window_12175.csv,4
97,window_12200.csv,exact_data/anomaly/window_12200.csv,4
98,window_12225.csv,exact_data/anomaly/window_12225.csv,4
99,window_1225.csv,exact_data/anomaly/window_1225.csv,4
100,window_12250.csv,exact_data/anomaly/window_12250.csv,4
101,window_12275.csv,exact_data/anomaly/window_12275.csv,4
102,window_12300.csv,exact_data/anomaly/window_12300.csv,4
103,window_12325.csv,exact_data/anomaly/window_12325.csv,4
104,window_12350.csv,exact_data/anomaly/window_12350.csv,4
105,window_12375.csv,exact_data/anomaly/window_12375.csv,4
106,window_12400.csv,exact_data/anomaly/window_12400.csv,4
107,window_12425.csv,exact_data/anomaly/window_12425.csv,4
108,window_12450.csv,exact_data/anomaly/window_12450.csv,4
109,window_12475.csv,exact_data/anomaly/window_12475.csv,4
110,window_12500.csv,exact_data/anomaly/window_12500.csv,4
111,window_12525.csv,exact_data/anomaly/window_12525.csv,4
112,window_12550.csv,exact_data/anomaly/window_12550.csv,4
113,window_12575.csv,exact_data/anomaly/window_12575.csv,4
114,window_12600.csv,exact_data/anomaly/window_12600.csv,4
115,window_12625.csv,exact_data/anomaly/window_12625.csv,4
116,window_12650.csv,exact_data/anomaly/window_12650.csv,4
117,window_12675.csv,exact_data/anomaly/window_12675.csv,4
118,window_12700.csv,exact_data/anomaly/window_12700.csv,4
119,window_12725.csv,exact_data/anomaly/window_12725.csv,4
120,window_12750.csv,exact_data/anomaly/window_12750.csv,4
121,window_12775.csv,exact_data/anomaly/window_12775.csv,4
122,window_12800.csv,exact_data/anomaly/window_12800.csv,4
123,window_12825.csv,exact_data/anomaly/window_12825.csv,4
124,window_12850.csv,exact_data/anomaly/window_12850.csv,4
125,window_12875.csv,exact_data/anomaly/window_12875.csv,4
126,window_12900.csv,exact_data/anomaly/window_12900.csv,4
127,window_12925.csv,exact_data/anomaly/window_12925.csv,4
128,window_12950.csv,exact_data/anomaly/window_12950.csv,4
129,window_12975.csv,exact_data/anomaly/window_12975.csv,4
130,window_1300.csv,exact_data/anomaly/window_1300.csv,4
131,window_13000.csv,exact_data/anomaly/window_13000.csv,4
132,window_13025.csv,exact_data/anomaly/window_13025.csv,4
133,window_13050.csv,exact_data/anomaly/window_13050.csv,4
134,window_13075.csv,exact_data/anomaly/window_13075.csv,4
135,window_13100.csv,exact_data/anomaly/window_13100.csv,4
136,window_13125.csv,exact_data/anomaly/window_13125.csv,4
137,window_13150.csv,exact_data/anomaly/window_13150.csv,4
138,window_13175.csv,exact_data/anomaly/window_13175.csv,4
139,window_13200.csv,exact_data/anomaly/window_13200.csv,4
140,window_13225.csv,exact_data/anomaly/window_13225.csv,4
141,window_1325.csv,exact_data/anomaly/window_1325.csv,4
142,window_13250.csv,exact_data/anomaly/window_13250.csv,4
143,window_13275.csv,exact_data/anomaly/window_13275.csv,4
144,window_13300.csv,exact_data/anomaly/window_13300.csv,4
145,window_13325.csv,exact_data/anomaly/window_13325.csv,4
146,window_13350.csv,exact_data/anomaly/window_13350.csv,4
147,window_13375.csv,exact_data/anomaly/window_13375.csv,4
148,window_13400.csv,exact_data/anomaly/window_13400.csv,4
149,window_13425.csv,exact_data/anomaly/window_13425.csv,4
150,window_13450.csv,exact_data/anomaly/window_13450.csv,4
151,window_13475.csv,exact_data/anomaly/window_13475.csv,4
152,window_1350.csv,exact_data/anomaly/window_1350.csv,4
153,window_13500.csv,exact_data/anomaly/window_13500.csv,4
154,window_13525.csv,exact_data/anomaly/window_13525.csv,4
155,window_13550.csv,exact_data/anomaly/window_13550.csv,4
156,window_13575.csv,exact_data/anomaly/window_13575.csv,4
157,window_13600.csv,exact_data/anomaly/window_13600.csv,4
158,window_13625.csv,exact_data/anomaly/window_13625.csv,4
159,window_13650.csv,exact_data/anomaly/window_13650.csv,4
160,window_13675.csv,exact_data/anomaly/window_13675.csv,4
161,window_13700.csv,exact_data/anomaly/window_13700.csv,4
162,window_13725.csv,exact_data/anomaly/window_13725.csv,4
163,window_1375.csv,exact_data/anomaly/window_1375.csv,4
164,window_13750.csv,exact_data/anomaly/window_13750.csv,4
165,window_13775.csv,exact_data/anomaly/window_13775.csv,4
166,window_13800.csv,exact_data/anomaly/window_13800.csv,4
167,window_13825.csv,exact_data/anomaly/window_13825.csv,-1
168,window_13850.csv,exact_data/anomaly/window_13850.csv,-1
169,window_13875.csv,exact_data/anomaly/window_13875.csv,-1
170,window_13900.csv,exact_data/anomaly/window_13900.csv,-1
171,window_13925.csv,exact_data/anomaly/window_13925.csv,-1
172,window_13950.csv,exact_data/anomaly/window_13950.csv,-1
173,window_13975.csv,exact_data/anomaly/window_13975.csv,-1
174,window_1400.csv,exact_data/anomaly/window_1400.csv,-1
175,window_14000.csv,exact_data/anomaly/window_14000.csv,-1
176,window_14025.csv,exact_data/anomaly/window_14025.csv,-1
177,window_14050.csv,exact_data/anomaly/window_14050.csv,-1
178,window_14075.csv,exact_data/anomaly/window_14075.csv,-1
179,window_14100.csv,exact_data/anomaly/window_14100.csv,5
180,window_14125.csv,exact_data/anomaly/window_14125.csv,5
181,window_14150.csv,exact_data/anomaly/window_14150.csv,5
182,window_14175.csv,exact_data/anomaly/window_14175.csv,5
183,window_14200.csv,exact_data/anomaly/window_14200.csv,5
184,window_14225.csv,exact_data/anomaly/window_14225.csv,5
185,window_1425.csv,exact_data/anomaly/window_1425.csv,-1
186,window_14250.csv,exact_data/anomaly/window_14250.csv,5
187,window_14275.csv,exact_data/anomaly/window_14275.csv,5
188,window_14300.csv,exact_data/anomaly/window_14300.csv,5
189,window_14325.csv,exact_data/anomaly/window_14325.csv,5
190,window_14350.csv,exact_data/anomaly/window_14350.csv,5
191,window_14375.csv,exact_data/anomaly/window_14375.csv,5
192,window_14400.csv,exact_data/anomaly/window_14400.csv,5
193,window_14425.csv,exact_data/anomaly/window_14425.csv,5
194,window_14450.csv,exact_data/anomaly/window_14450.csv,5
195,window_14475.csv,exact_data/anomaly/window_14475.csv,5
196,window_1450.csv,exact_data/anomaly/window_1450.csv,5
197,window_14500.csv,exact_data/anomaly/window_14500.csv,5
198,window_14525.csv,exact_data/anomaly/window_14525.csv,5
199,window_14550.csv,exact_data/anomaly/window_14550.csv,5
200,window_14575.csv,exact_data/anomaly/window_14575.csv,5
201,window_14600.csv,exact_data/anomaly/window_14600.csv,5
202,window_14625.csv,exact_data/anomaly/window_14625.csv,5
203,window_14650.csv,exact_data/anomaly/window_14650.csv,5
204,window_14675.csv,exact_data/anomaly/window_14675.csv,5
205,window_14700.csv,exact_data/anomaly/window_14700.csv,5
206,window_14725.csv,exact_data/anomaly/window_14725.csv,5
207,window_1475.csv,exact_data/anomaly/window_1475.csv,5
208,window_14750.csv,exact_data/anomaly/window_14750.csv,5
209,window_14775.csv,exact_data/anomaly/window_14775.csv,5
210,window_14800.csv,exact_data/anomaly/window_14800.csv,5
211,window_14825.csv,exact_data/anomaly/window_14825.csv,5
212,window_14850.csv,exact_data/anomaly/window_14850.csv,5
213,window_14875.csv,exact_data/anomaly/window_14875.csv,5
214,window_14900.csv,exact_data/anomaly/window_14900.csv,5
215,window_14925.csv,exact_data/anomaly/window_14925.csv,5
216,window_14950.csv,exact_data/anomaly/window_14950.csv,5
217,window_14975.csv,exact_data/anomaly/window_14975.csv,5
218,window_1500.csv,exact_data/anomaly/window_1500.csv,5
219,window_15000.csv,exact_data/anomaly/window_15000.csv,5
220,window_15025.csv,exact_data/anomaly/window_15025.csv,5
221,window_15050.csv,exact_data/anomaly/window_15050.csv,5
222,window_15075.csv,exact_data/anomaly/window_15075.csv,5
223,window_15100.csv,exact_data/anomaly/window_15100.csv,5
224,window_15125.csv,exact_data/anomaly/window_15125.csv,5
225,window_15150.csv,exact_data/anomaly/window_15150.csv,5
226,window_15175.csv,exact_data/anomaly/window_15175.csv,5
227,window_15200.csv,exact_data/anomaly/window_15200.csv,5
228,window_15225.csv,exact_data/anomaly/window_15225.csv,5
229,window_1525.csv,exact_data/anomaly/window_1525.csv,5
230,window_15250.csv,exact_data/anomaly/window_15250.csv,5
231,window_15275.csv,exact_data/anomaly/window_15275.csv,-1
232,window_15300.csv,exact_data/anomaly/window_15300.csv,-1
233,window_15325.csv,exact_data/anomaly/window_15325.csv,-1
234,window_15350.csv,exact_data/anomaly/window_15350.csv,-1
235,window_15375.csv,exact_data/anomaly/window_15375.csv,-1
236,window_15400.csv,exact_data/anomaly/window_15400.csv,-1
237,window_15425.csv,exact_data/anomaly/window_15425.csv,-1
238,window_15450.csv,exact_data/anomaly/window_15450.csv,-1
239,window_15475.csv,exact_data/anomaly/window_15475.csv,-1
240,window_1550.csv,exact_data/anomaly/window_1550.csv,-1
241,window_15500.csv,exact_data/anomaly/window_15500.csv,-1
242,window_15525.csv,exact_data/anomaly/window_15525.csv,-1
243,window_15550.csv,exact_data/anomaly/window_15550.csv,-1
244,window_15575.csv,exact_data/anomaly/window_15575.csv,-1
245,window_15600.csv,exact_data/anomaly/window_15600.csv,-1
246,window_15625.csv,exact_data/anomaly/window_15625.csv,0
247,window_15650.csv,exact_data/anomaly/window_15650.csv,0
248,window_15675.csv,exact_data/anomaly/window_15675.csv,0
249,window_15700.csv,exact_data/anomaly/window_15700.csv,0
250,window_15725.csv,exact_data/anomaly/window_15725.csv,-1
251,window_1575.csv,exact_data/anomaly/window_1575.csv,-1
252,window_15750.csv,exact_data/anomaly/window_15750.csv,-1
253,window_15775.csv,exact_data/anomaly/window_15775.csv,-1
254,window_15800.csv,exact_data/anomaly/window_15800.csv,0
255,window_15825.csv,exact_data/anomaly/window_15825.csv,0
256,window_15850.csv,exact_data/anomaly/window_15850.csv,0
257,window_15875.csv,exact_data/anomaly/window_15875.csv,0
258,window_15900.csv,exact_data/anomaly/window_15900.csv,0
259,window_15925.csv,exact_data/anomaly/window_15925.csv,0
260,window_15950.csv,exact_data/anomaly/window_15950.csv,0
261,window_15975.csv,exact_data/anomaly/window_15975.csv,0
262,window_1600.csv,exact_data/anomaly/window_1600.csv,0
263,window_16000.csv,exact_data/anomaly/window_16000.csv,0
264,window_16025.csv,exact_data/anomaly/window_16025.csv,0
265,window_16050.csv,exact_data/anomaly/window_16050.csv,0
266,window_16075.csv,exact_data/anomaly/window_16075.csv,0
267,window_16100.csv,exact_data/anomaly/window_16100.csv,0
268,window_16125.csv,exact_data/anomaly/window_16125.csv,0
269,window_16150.csv,exact_data/anomaly/window_16150.csv,0
270,window_16175.csv,exact_data/anomaly/window_16175.csv,-1
271,window_16200.csv,exact_data/anomaly/window_16200.csv,-1
272,window_16225.csv,exact_data/anomaly/window_16225.csv,-1
273,window_1625.csv,exact_data/anomaly/window_1625.csv,-1
274,window_16250.csv,exact_data/anomaly/window_16250.csv,-1
275,window_16275.csv,exact_data/anomaly/window_16275.csv,-1
276,window_16300.csv,exact_data/anomaly/window_16300.csv,1
277,window_16325.csv,exact_data/anomaly/window_16325.csv,-1
278,window_16350.csv,exact_data/anomaly/window_16350.csv,-1
279,window_16375.csv,exact_data/anomaly/window_16375.csv,2
280,window_16400.csv,exact_data/anomaly/window_16400.csv,-1
281,window_16425.csv,exact_data/anomaly/window_16425.csv,-1
282,window_16450.csv,exact_data/anomaly/window_16450.csv,-1
283,window_16475.csv,exact_data/anomaly/window_16475.csv,-1
284,window_1650.csv,exact_data/anomaly/window_1650.csv,3
285,window_16500.csv,exact_data/anomaly/window_16500.csv,3
286,window_16525.csv,exact_data/anomaly/window_16525.csv,3
287,window_16550.csv,exact_data/anomaly/window_16550.csv,3
288,window_16575.csv,exact_data/anomaly/window_16575.csv,-1
289,window_16600.csv,exact_data/anomaly/window_16600.csv,-1
290,window_16625.csv,exact_data/anomaly/window_16625.csv,-1
291,window_16650.csv,exact_data/anomaly/window_16650.csv,-1
292,window_16675.csv,exact_data/anomaly/window_16675.csv,-1
293,window_16700.csv,exact_data/anomaly/window_16700.csv,-1
294,window_16725.csv,exact_data/anomaly/window_16725.csv,-1
295,window_1675.csv,exact_data/anomaly/window_1675.csv,6
296,window_16750.csv,exact_data/anomaly/window_16750.csv,6
297,window_16775.csv,exact_data/anomaly/window_16775.csv,6
298,window_16800.csv,exact_data/anomaly/window_16800.csv,6
299,window_16825.csv,exact_data/anomaly/window_16825.csv,6
300,window_16850.csv,exact_data/anomaly/window_16850.csv,6
301,window_16875.csv,exact_data/anomaly/window_16875.csv,6
302,window_16900.csv,exact_data/anomaly/window_16900.csv,6
303,window_16925.csv,exact_data/anomaly/window_16925.csv,6
304,window_16950.csv,exact_data/anomaly/window_16950.csv,6
305,window_16975.csv,exact_data/anomaly/window_16975.csv,6
306,window_1700.csv,exact_data/anomaly/window_1700.csv,6
307,window_17000.csv,exact_data/anomaly/window_17000.csv,6
308,window_17025.csv,exact_data/anomaly/window_17025.csv,6
309,window_17050.csv,exact_data/anomaly/window_17050.csv,6
310,window_17075.csv,exact_data/anomaly/window_17075.csv,6
311,window_17100.csv,exact_data/anomaly/window_17100.csv,-1
312,window_17125.csv,exact_data/anomaly/window_17125.csv,-1
313,window_17150.csv,exact_data/anomaly/window_17150.csv,6
314,window_17175.csv,exact_data/anomaly/window_17175.csv,6
315,window_17200.csv,exact_data/anomaly/window_17200.csv,6
316,window_17225.csv,exact_data/anomaly/window_17225.csv,6
317,window_1725.csv,exact_data/anomaly/window_1725.csv,6
318,window_17250.csv,exact_data/anomaly/window_17250.csv,-1
319,window_17275.csv,exact_data/anomaly/window_17275.csv,6
320,window_17300.csv,exact_data/anomaly/window_17300.csv,6
321,window_17325.csv,exact_data/anomaly/window_17325.csv,6
322,window_17350.csv,exact_data/anomaly/window_17350.csv,-1
323,window_17375.csv,exact_data/anomaly/window_17375.csv,6
324,window_17400.csv,exact_data/anomaly/window_17400.csv,6
325,window_17425.csv,exact_data/anomaly/window_17425.csv,6
326,window_17450.csv,exact_data/anomaly/window_17450.csv,6
327,window_17475.csv,exact_data/anomaly/window_17475.csv,6
328,window_1750.csv,exact_data/anomaly/window_1750.csv,6
329,window_17500.csv,exact_data/anomaly/window_17500.csv,6
330,window_17550.csv,exact_data/anomaly/window_17550.csv,6
331,window_17575.csv,exact_data/anomaly/window_17575.csv,6
332,window_17600.csv,exact_data/anomaly/window_17600.csv,6
333,window_17625.csv,exact_data/anomaly/window_17625.csv,6
334,window_17650.csv,exact_data/anomaly/window_17650.csv,-1
335,window_17675.csv,exact_data/anomaly/window_17675.csv,-1
336,window_17700.csv,exact_data/anomaly/window_17700.csv,-1
337,window_17725.csv,exact_data/anomaly/window_17725.csv,-1
338,window_1775.csv,exact_data/anomaly/window_1775.csv,-1
339,window_17750.csv,exact_data/anomaly/window_17750.csv,-1
340,window_17775.csv,exact_data/anomaly/window_17775.csv,5
341,window_17800.csv,exact_data/anomaly/window_17800.csv,5
342,window_17825.csv,exact_data/anomaly/window_17825.csv,5
343,window_17850.csv,exact_data/anomaly/window_17850.csv,-1
344,window_17875.csv,exact_data/anomaly/window_17875.csv,5
345,window_17900.csv,exact_data/anomaly/window_17900.csv,5
346,window_17925.csv,exact_data/anomaly/window_17925.csv,5
347,window_17950.csv,exact_data/anomaly/window_17950.csv,-1
348,window_17975.csv,exact_data/anomaly/window_17975.csv,-1
349,window_1800.csv,exact_data/anomaly/window_1800.csv,5
350,window_18000.csv,exact_data/anomaly/window_18000.csv,5
351,window_18025.csv,exact_data/anomaly/window_18025.csv,5
352,window_18050.csv,exact_data/anomaly/window_18050.csv,5
353,window_18075.csv,exact_data/anomaly/window_18075.csv,-1
354,window_18100.csv,exact_data/anomaly/window_18100.csv,5
355,window_18125.csv,exact_data/anomaly/window_18125.csv,5
356,window_18150.csv,exact_data/anomaly/window_18150.csv,-1
357,window_18175.csv,exact_data/anomaly/window_18175.csv,5
358,window_18200.csv,exact_data/anomaly/window_18200.csv,-1
359,window_18225.csv,exact_data/anomaly/window_18225.csv,5
360,window_1825.csv,exact_data/anomaly/window_1825.csv,5
361,window_18250.csv,exact_data/anomaly/window_18250.csv,-1
362,window_18275.csv,exact_data/anomaly/window_18275.csv,5
363,window_18300.csv,exact_data/anomaly/window_18300.csv,5
364,window_18325.csv,exact_data/anomaly/window_18325.csv,5
365,window_18350.csv,exact_data/anomaly/window_18350.csv,5
366,window_18375.csv,exact_data/anomaly/window_18375.csv,-1
367,window_18400.csv,exact_data/anomaly/window_18400.csv,5
368,window_18425.csv,exact_data/anomaly/window_18425.csv,5
369,window_18450.csv,exact_data/anomaly/window_18450.csv,5
370,window_18475.csv,exact_data/anomaly/window_18475.csv,5
371,window_1850.csv,exact_data/anomaly/window_1850.csv,5
372,window_18500.csv,exact_data/anomaly/window_18500.csv,-1
373,window_18525.csv,exact_data/anomaly/window_18525.csv,5
374,window_18550.csv,exact_data/anomaly/window_18550.csv,5
375,window_18575.csv,exact_data/anomaly/window_18575.csv,5
376,window_18600.csv,exact_data/anomaly/window_18600.csv,-1
377,window_18625.csv,exact_data/anomaly/window_18625.csv,-1
378,window_18650.csv,exact_data/anomaly/window_18650.csv,5
379,window_18675.csv,exact_data/anomaly/window_18675.csv,-1
380,window_18700.csv,exact_data/anomaly/window_18700.csv,-1
381,window_18725.csv,exact_data/anomaly/window_18725.csv,5
382,window_1875.csv,exact_data/anomaly/window_1875.csv,5
383,window_18750.csv,exact_data/anomaly/window_18750.csv,5
384,window_18775.csv,exact_data/anomaly/window_18775.csv,5
385,window_18800.csv,exact_data/anomaly/window_18800.csv,5
386,window_18825.csv,exact_data/anomaly/window_18825.csv,5
387,window_18850.csv,exact_data/anomaly/window_18850.csv,5
388,window_18875.csv,exact_data/anomaly/window_18875.csv,5
389,window_18900.csv,exact_data/anomaly/window_18900.csv,5
390,window_18925.csv,exact_data/anomaly/window_18925.csv,5
391,window_18950.csv,exact_data/anomaly/window_18950.csv,5
392,window_18975.csv,exact_data/anomaly/window_18975.csv,5
393,window_1900.csv,exact_data/anomaly/window_1900.csv,5
394,window_19000.csv,exact_data/anomaly/window_19000.csv,5
395,window_19025.csv,exact_data/anomaly/window_19025.csv,5
396,window_19050.csv,exact_data/anomaly/window_19050.csv,5
397,window_19075.csv,exact_data/anomaly/window_19075.csv,5
398,window_19100.csv,exact_data/anomaly/window_19100.csv,5
399,window_19125.csv,exact_data/anomaly/window_19125.csv,5
400,window_19150.csv,exact_data/anomaly/window_19150.csv,5
401,window_19175.csv,exact_data/anomaly/window_19175.csv,5
402,window_19200.csv,exact_data/anomaly/window_19200.csv,5
403,window_19225.csv,exact_data/anomaly/window_19225.csv,5
404,window_1925.csv,exact_data/anomaly/window_1925.csv,5
405,window_19250.csv,exact_data/anomaly/window_19250.csv,5
406,window_19275.csv,exact_data/anomaly/window_19275.csv,5
407,window_19300.csv,exact_data/anomaly/window_19300.csv,5
408,window_19325.csv,exact_data/anomaly/window_19325.csv,5
409,window_19350.csv,exact_data/anomaly/window_19350.csv,5
410,window_19375.csv,exact_data/anomaly/window_19375.csv,5
411,window_19400.csv,exact_data/anomaly/window_19400.csv,5
412,window_19425.csv,exact_data/anomaly/window_19425.csv,5
413,window_19450.csv,exact_data/anomaly/window_19450.csv,5
414,window_19475.csv,exact_data/anomaly/window_19475.csv,5
415,window_1950.csv,exact_data/anomaly/window_1950.csv,5
416,window_19500.csv,exact_data/anomaly/window_19500.csv,5
417,window_19525.csv,exact_data/anomaly/window_19525.csv,5
418,window_19550.csv,exact_data/anomaly/window_19550.csv,5
419,window_19575.csv,exact_data/anomaly/window_19575.csv,5
420,window_19600.csv,exact_data/anomaly/window_19600.csv,5
421,window_19625.csv,exact_data/anomaly/window_19625.csv,5
422,window_19650.csv,exact_data/anomaly/window_19650.csv,5
423,window_19675.csv,exact_data/anomaly/window_19675.csv,5
424,window_19700.csv,exact_data/anomaly/window_19700.csv,5
425,window_19725.csv,exact_data/anomaly/window_19725.csv,5
426,window_1975.csv,exact_data/anomaly/window_1975.csv,5
427,window_19750.csv,exact_data/anomaly/window_19750.csv,5
428,window_19775.csv,exact_data/anomaly/window_19775.csv,5
429,window_19800.csv,exact_data/anomaly/window_19800.csv,5
430,window_19825.csv,exact_data/anomaly/window_19825.csv,5
431,window_19850.csv,exact_data/anomaly/window_19850.csv,5
432,window_19875.csv,exact_data/anomaly/window_19875.csv,5
433,window_19900.csv,exact_data/anomaly/window_19900.csv,5
434,window_19925.csv,exact_data/anomaly/window_19925.csv,5
435,window_19950.csv,exact_data/anomaly/window_19950.csv,-1
436,window_19975.csv,exact_data/anomaly/window_19975.csv,5
437,window_2000.csv,exact_data/anomaly/window_2000.csv,5
438,window_20000.csv,exact_data/anomaly/window_20000.csv,5
439,window_20025.csv,exact_data/anomaly/window_20025.csv,-1
440,window_20050.csv,exact_data/anomaly/window_20050.csv,-1
441,window_20075.csv,exact_data/anomaly/window_20075.csv,5
442,window_20100.csv,exact_data/anomaly/window_20100.csv,5
443,window_20125.csv,exact_data/anomaly/window_20125.csv,5
444,window_20150.csv,exact_data/anomaly/window_20150.csv,5
445,window_20175.csv,exact_data/anomaly/window_20175.csv,5
446,window_20200.csv,exact_data/anomaly/window_20200.csv,5
447,window_20225.csv,exact_data/anomaly/window_20225.csv,5
448,window_2025.csv,exact_data/anomaly/window_2025.csv,5
449,window_20250.csv,exact_data/anomaly/window_20250.csv,5
450,window_20275.csv,exact_data/anomaly/window_20275.csv,5
451,window_20300.csv,exact_data/anomaly/window_20300.csv,5
452,window_20325.csv,exact_data/anomaly/window_20325.csv,5
453,window_20350.csv,exact_data/anomaly/window_20350.csv,5
454,window_20375.csv,exact_data/anomaly/window_20375.csv,5
455,window_20400.csv,exact_data/anomaly/window_20400.csv,5
456,window_20425.csv,exact_data/anomaly/window_20425.csv,5
457,window_20450.csv,exact_data/anomaly/window_20450.csv,5
458,window_20475.csv,exact_data/anomaly/window_20475.csv,5
459,window_2050.csv,exact_data/anomaly/window_2050.csv,5
460,window_20500.csv,exact_data/anomaly/window_20500.csv,-1
461,window_20525.csv,exact_data/anomaly/window_20525.csv,-1
